make,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_comb,co2_emissions
NISSAN,SUV - SMALL,2.5,4,AV,X,8.6,203
NISSAN,MID-SIZE,1.6,4,AV7,Z,8.2,193
NISSAN,MID-SIZE,1.6,4,M6,Z,8.3,195
NISSAN,MID-SIZE,1.8,4,AV,X,7.3,171
NISSAN,MID-SIZE,1.8,4,M6,X,8.0,187
NISSAN,MID-SIZE,1.6,4,AV7,Z,8.7,205
NISSAN,MID-SIZE,1.6,4,M6,Z,8.7,204
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,13.3,312
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,13.4,315
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,14.2,333
NISSAN,MID-SIZE,1.6,4,AV,X,7.0,164
NISSAN,MID-SIZE,1.6,4,M5,X,7.7,180
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.4,221
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.1,237
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.7,227
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.3,241
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.7,226
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.4,242
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.7,228
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.4,243
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.6,225
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.4,242
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.8,230
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.5,246
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.9,232
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.4,243
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.9,231
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.5,246
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.8,228
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.5,246
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,10.0,233
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.5,246
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.4,266
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.4,267
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.4,266
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.4,267
PORSCHE,TWO-SEATER,2.0,4,AM7,Z,9.4,219
PORSCHE,TWO-SEATER,2.0,4,M6,Z,9.8,229
PORSCHE,TWO-SEATER,2.5,4,AM7,Z,9.9,230
PORSCHE,TWO-SEATER,2.5,4,M6,Z,10.7,249
PORSCHE,SUV - STANDARD,3.6,6,A8,Z,11.5,268
PORSCHE,SUV - STANDARD,3.6,6,A8,Z,12.1,281
PORSCHE,SUV - STANDARD,3.6,6,A8,Z,12.0,281
PORSCHE,SUV - STANDARD,3.6,6,A8,Z,12.6,296
PORSCHE,SUV - STANDARD,4.8,8,A8,Z,14.2,334
PORSCHE,SUV - STANDARD,4.8,8,A8,Z,14.2,334
PORSCHE,TWO-SEATER,2.0,4,AM7,Z,9.4,219
PORSCHE,TWO-SEATER,2.0,4,M6,Z,9.8,229
PORSCHE,TWO-SEATER,2.5,4,AM7,Z,9.9,230
PORSCHE,TWO-SEATER,2.5,4,M6,Z,10.7,249
PORSCHE,SUV - SMALL,2.0,4,A7,Z,10.6,248
PORSCHE,SUV - SMALL,3.0,6,A7,Z,12.2,285
PORSCHE,SUV - SMALL,3.0,6,A7,Z,12.3,287
PORSCHE,SUV - SMALL,3.6,6,A7,Z,12.3,287
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.9,280
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,E,17.0,283
RAM,PICKUP TRUCK - STANDARD,5.7,8,A6,X,14.8,346
RAM,PICKUP TRUCK - STANDARD,5.7,8,A8,X,13.6,319
RAM,PICKUP TRUCK - STANDARD,3.0,6,A8,D,10.4,278
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.6,294
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,E,18.0,300
RAM,PICKUP TRUCK - STANDARD,5.7,8,A6,X,15.4,361
RAM,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.0,328
RAM,PICKUP TRUCK - STANDARD,3.0,6,A8,D,10.8,289
RAM,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,9.9,232
ROLLS-ROYCE,COMPACT,6.6,12,AS8,Z,16.7,390
ROLLS-ROYCE,FULL-SIZE,6.6,12,AS8,Z,16.7,390
ROLLS-ROYCE,FULL-SIZE,6.6,12,AS8,Z,16.7,390
ROLLS-ROYCE,FULL-SIZE,6.7,12,AS8,Z,17.1,400
ROLLS-ROYCE,FULL-SIZE,6.7,12,AS8,Z,17.1,400
ROLLS-ROYCE,COMPACT,6.7,12,AS8,Z,17.1,400
ROLLS-ROYCE,COMPACT,6.7,12,AS8,Z,17.1,401
ROLLS-ROYCE,MID-SIZE,6.6,12,AS8,Z,16.1,375
SMART,TWO-SEATER,0.9,3,AM6,Z,6.7,152
SUBARU,MINICOMPACT,2.0,4,AS6,Z,8.6,200
SUBARU,MINICOMPACT,2.0,4,M6,Z,9.7,228
SUBARU,SUV - SMALL,2.0,4,AV6,X,8.2,193
SUBARU,SUV - SMALL,2.0,4,M5,X,9.2,216
SUBARU,SUV - SMALL,2.0,4,AV8,Z,9.5,223
SUBARU,SUV - SMALL,2.5,4,AV6,X,8.4,196
SUBARU,SUV - SMALL,2.5,4,M6,X,9.7,228
SUBARU,MID-SIZE,2.0,4,AV7,X,7.5,174
SUBARU,MID-SIZE,2.0,4,M5,X,8.9,208
SUBARU,STATION WAGON - SMALL,2.0,4,AV7,X,7.5,176
SUBARU,STATION WAGON - SMALL,2.0,4,M5,X,9.0,211
SUBARU,MID-SIZE,2.5,4,AV6,X,8.3,194
SUBARU,MID-SIZE,2.5,4,M6,X,9.5,222
SUBARU,MID-SIZE,3.6,6,AV6,X,10.3,241
SUBARU,SUV - SMALL,2.5,4,AV6,X,8.4,198
SUBARU,SUV - SMALL,2.5,4,M6,X,9.8,229
SUBARU,SUV - SMALL,3.6,6,AV6,X,10.5,247
SUBARU,COMPACT,2.0,4,AV8,Z,11.2,255
SUBARU,COMPACT,2.0,4,M6,Z,10.0,235
SUBARU,COMPACT,2.5,4,M6,Z,12.2,285
TOYOTA,SUV - STANDARD,4.0,6,AS5,X,13.3,310
TOYOTA,SUV - STANDARD,4.0,6,AS5,X,13.3,310
TOYOTA,MINICOMPACT,2.0,4,AS6,Z,8.7,204
TOYOTA,MINICOMPACT,2.0,4,M6,Z,9.9,232
TOYOTA,MID-SIZE,3.5,6,AS6,X,9.7,226
TOYOTA,MID-SIZE,2.5,4,AS6,X,8.6,199
TOYOTA,MID-SIZE,3.5,6,AS6,X,9.6,224
TOYOTA,MID-SIZE,2.5,4,AV,X,5.9,137
TOYOTA,MID-SIZE,2.5,4,AV,X,6.0,141
TOYOTA,MID-SIZE,1.8,4,AV,X,7.5,174
TOYOTA,MID-SIZE,1.8,4,AV7,X,7.5,178
TOYOTA,MID-SIZE,1.8,4,M6,X,7.5,176
TOYOTA,MID-SIZE,1.8,4,AV,X,6.9,163
TOYOTA,MID-SIZE,1.8,4,AV,X,7.2,168
TOYOTA,MID-SIZE,1.8,4,AV7,X,7.5,176
TOYOTA,MID-SIZE,1.8,4,M6,X,7.9,185
TOYOTA,SUV - SMALL,3.5,6,AS8,X,10.3,243
TOYOTA,SUV - STANDARD,3.5,6,AS8,X,10.6,251
TOYOTA,SUV - STANDARD,3.5,6,AS8,X,10.6,247
TOYOTA,SUV - STANDARD,3.5,6,AS8,X,10.4,242
TOYOTA,SUV - STANDARD,3.5,6,AV6,X,8.3,193
TOYOTA,MID-SIZE,1.8,4,AV,X,4.5,105
TOYOTA,COMPACT,1.5,4,AV,X,5.1,120
TOYOTA,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.8,135
TOYOTA,SUV - SMALL,2.5,4,AS6,X,9.2,217
TOYOTA,SUV - SMALL,2.5,4,AS6,X,9.0,210
TOYOTA,SUV - SMALL,2.5,4,AS6,X,9.5,222
TOYOTA,SUV - SMALL,2.5,4,AS6,X,9.7,226
TOYOTA,SUV - SMALL,2.5,4,AV6,X,7.3,170
TOYOTA,SUV - STANDARD,5.7,8,AS6,X,16.5,380
TOYOTA,MINIVAN,3.5,6,AS8,X,10.9,255
TOYOTA,MINIVAN,3.5,6,AS8,X,11.7,274
TOYOTA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,11.2,263
TOYOTA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,11.4,268
TOYOTA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,11.7,274
TOYOTA,PICKUP TRUCK - SMALL,2.7,4,M5,X,11.9,279
TOYOTA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,12.0,283
TOYOTA,PICKUP TRUCK - SMALL,3.5,6,M6,X,12.8,301
TOYOTA,PICKUP TRUCK - SMALL,3.5,6,M6,X,12.9,300
TOYOTA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,14.2,334
TOYOTA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,15.3,358
TOYOTA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,14.9,349
TOYOTA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,16.2,378
TOYOTA,COMPACT,1.5,4,AS6,X,6.6,155
TOYOTA,COMPACT,1.5,4,M6,X,6.8,164
TOYOTA,COMPACT,1.5,4,A4,X,7.4,173
TOYOTA,COMPACT,1.5,4,M5,X,7.2,168
VOLKSWAGEN,COMPACT,1.8,4,AS6,X,8.5,199
VOLKSWAGEN,COMPACT,1.8,4,M5,X,8.4,198
VOLKSWAGEN,COMPACT,1.8,4,AS6,X,8.6,201
VOLKSWAGEN,SUBCOMPACT,1.8,4,AS6,X,8.5,199
VOLKSWAGEN,COMPACT,3.6,6,AS6,X,11.8,277
VOLKSWAGEN,COMPACT,1.8,4,AS6,X,8.2,192
VOLKSWAGEN,COMPACT,1.8,4,M5,X,8.1,190
VOLKSWAGEN,COMPACT,2.0,4,AM6,X,8.5,199
VOLKSWAGEN,COMPACT,2.0,4,M6,X,8.5,198
VOLKSWAGEN,COMPACT,2.0,4,AM6,Z,9.3,216
VOLKSWAGEN,COMPACT,2.0,4,M6,Z,9.4,220
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,AM6,X,9.4,220
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,AS6,X,8.2,192
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,M5,X,8.3,194
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,AM6,X,9.4,220
VOLKSWAGEN,COMPACT,1.4,4,AS6,X,7.4,175
VOLKSWAGEN,COMPACT,1.4,4,M5,X,7.2,168
VOLKSWAGEN,COMPACT,1.8,4,AM6,X,8.2,193
VOLKSWAGEN,COMPACT,2.0,4,AS6,X,8.7,205
VOLKSWAGEN,COMPACT,2.0,4,M6,X,8.9,208
VOLKSWAGEN,MID-SIZE,1.8,4,AS6,X,8.7,204
VOLKSWAGEN,MID-SIZE,3.6,6,AM6,X,10.4,242
VOLKSWAGEN,SUV - SMALL,2.0,4,AS6,Z,10.7,256
VOLKSWAGEN,SUV - SMALL,2.0,4,AS6,Z,11.1,263
VOLKSWAGEN,SUV - STANDARD,3.6,6,AS8,X,12.2,287
VOLVO,COMPACT,2.0,4,AS8,X,8.4,198
VOLVO,COMPACT,2.0,4,AS8,X,9.4,219
VOLVO,COMPACT,2.0,4,AS8,X,8.4,198
VOLVO,COMPACT,2.0,4,AS8,X,9.4,219
VOLVO,COMPACT,2.0,4,AS8,Z,9.5,221
VOLVO,COMPACT,2.0,4,AS8,Z,10.3,241
VOLVO,COMPACT,2.0,4,AS8,X,9.4,220
VOLVO,MID-SIZE,2.0,4,AS8,Z,8.7,204
VOLVO,MID-SIZE,2.0,4,AS8,Z,9.4,219
VOLVO,STATION WAGON - SMALL,2.0,4,AS8,X,8.4,198
VOLVO,STATION WAGON - SMALL,2.0,4,AS8,X,9.4,219
VOLVO,STATION WAGON - SMALL,2.0,4,AS8,Z,9.5,221
VOLVO,STATION WAGON - SMALL,2.0,4,AS8,Z,10.3,241
VOLVO,STATION WAGON - SMALL,2.0,4,AS8,X,9.4,220
VOLVO,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,8.7,204
VOLVO,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,9.4,219
VOLVO,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,9.4,221
VOLVO,SUV - SMALL,2.0,4,AS8,X,9.2,216
VOLVO,SUV - SMALL,2.0,4,AS8,X,10.0,233
VOLVO,SUV - SMALL,2.0,4,AS8,Z,10.4,244
VOLVO,SUV - STANDARD,2.0,4,AS8,Z,10.0,232
VOLVO,SUV - STANDARD,2.0,4,AS8,Z,10.2,239
VOLVO,SUV - STANDARD,2.0,4,AS8,Z,10.6,249
ACURA,COMPACT,2.4,4,AM8,Z,8.2,192
ACURA,SUV - SMALL,3.5,6,AS9,Z,11.0,259
ACURA,SUV - SMALL,3.5,6,AS9,Z,10.7,251
ACURA,SUV - SMALL,3.0,6,AM7,Z,9.0,210
ACURA,TWO-SEATER,3.5,6,AM9,Z,11.0,261
ACURA,SUV - SMALL,3.5,6,AS6,Z,10.7,250
ACURA,MID-SIZE,3.5,6,AM7,Z,8.4,196
ACURA,COMPACT,2.4,4,AM8,Z,8.7,205
ACURA,COMPACT,2.4,4,AM8,Z,8.9,209
ACURA,COMPACT,3.5,6,AS9,Z,9.8,228
ACURA,COMPACT,3.5,6,AS9,Z,10.3,240
ALFA ROMEO,TWO-SEATER,1.8,4,AM6,Z,8.4,197
ALFA ROMEO,TWO-SEATER,1.8,4,AM6,Z,8.4,197
ALFA ROMEO,MID-SIZE,2.0,4,A8,Z,8.7,205
ALFA ROMEO,MID-SIZE,2.0,4,A8,Z,9.2,217
ALFA ROMEO,MID-SIZE,2.9,6,A8,Z,11.9,280
ALFA ROMEO,SUV - SMALL,2.0,4,A8,Z,9.6,226
ALFA ROMEO,SUV - SMALL,2.9,6,A8,Z,12.4,292
ASTON MARTIN,MINICOMPACT,4.0,8,A8,Z,11.5,271
ASTON MARTIN,MINICOMPACT,5.2,12,A8,Z,13.7,322
ASTON MARTIN,SUBCOMPACT,6.0,12,A8,Z,14.1,332
ASTON MARTIN,MINICOMPACT,6.0,12,A8,Z,14.7,346
AUDI,SUBCOMPACT,2.0,4,AM7,X,8.0,188
AUDI,SUBCOMPACT,2.0,4,AM6,X,8.7,205
AUDI,SUBCOMPACT,2.0,4,AM6,X,9.5,223
AUDI,COMPACT,2.0,4,AM7,Z,7.6,177
AUDI,COMPACT,2.0,4,AM7,Z,8.7,203
AUDI,COMPACT,2.0,4,M6,Z,8.7,204
AUDI,STATION WAGON - SMALL,2.0,4,AM7,Z,9.3,217
AUDI,SUBCOMPACT,2.0,4,AM7,Z,8.7,203
AUDI,SUBCOMPACT,2.0,4,M6,Z,8.7,204
AUDI,SUBCOMPACT,2.0,4,AM7,Z,8.7,203
AUDI,MID-SIZE,2.0,4,AM7,Z,8.7,203
AUDI,MID-SIZE,2.0,4,AS8,Z,9.2,216
AUDI,MID-SIZE,3.0,6,AS8,Z,10.0,235
AUDI,MID-SIZE,3.0,6,AS8,Z,10.0,235
AUDI,FULL-SIZE,3.0,6,AS8,Z,10.5,247
AUDI,FULL-SIZE,4.0,8,AS8,Z,12.4,290
AUDI,FULL-SIZE,4.0,8,AS8,Z,12.4,290
AUDI,COMPACT,2.0,4,AS6,Z,10.1,236
AUDI,COMPACT,2.0,4,AS6,Z,10.3,240
AUDI,SUV - SMALL,2.0,4,AS7,Z,9.6,226
AUDI,SUV - STANDARD,2.0,4,AS8,Z,11.0,258
AUDI,SUV - STANDARD,3.0,6,AS8,Z,11.1,260
AUDI,TWO-SEATER,5.2,10,AM7,Z,13.1,304
AUDI,TWO-SEATER,5.2,10,AM7,Z,14.5,338
AUDI,TWO-SEATER,5.2,10,AM7,Z,14.5,338
AUDI,SUBCOMPACT,2.5,5,AM7,Z,10.5,248
AUDI,SUBCOMPACT,2.9,6,AM8,Z,11.1,260
AUDI,MID-SIZE,4.0,8,AS8,Z,13.7,318
AUDI,SUBCOMPACT,2.0,4,AM7,Z,9.6,223
AUDI,COMPACT,3.0,6,AM8,Z,9.9,232
AUDI,SUBCOMPACT,3.0,6,AM8,Z,9.9,232
AUDI,SUBCOMPACT,3.0,6,AM8,Z,10.2,239
AUDI,MID-SIZE,3.0,6,AM8,Z,9.9,232
AUDI,MID-SIZE,4.0,8,AM7,Z,12.8,298
AUDI,MID-SIZE,4.0,8,AM7,Z,12.8,298
AUDI,MID-SIZE,4.0,8,AS8,Z,13.4,313
AUDI,SUV - SMALL,3.0,6,AM8,Z,11.5,270
AUDI,SUBCOMPACT,2.0,4,AM6,X,9.1,209
AUDI,TWO-SEATER,2.0,4,AM6,X,9.1,209
AUDI,SUBCOMPACT,2.5,5,AM7,Z,10.5,245
AUDI,SUBCOMPACT,2.0,4,AM6,Z,9.5,222
BENTLEY,SUV - STANDARD,6.0,12,AS8,Z,15.9,370
BENTLEY,COMPACT,6.0,12,AS8,Z,16.6,389
BENTLEY,COMPACT,6.0,12,AS8,Z,16.6,389
BENTLEY,MID-SIZE,4.0,8,AS8,Z,15.1,353
BENTLEY,MID-SIZE,6.0,12,AS8,Z,16.6,389
BENTLEY,MID-SIZE,6.8,8,AS8,Z,17.3,405
BMW,SUBCOMPACT,2.0,4,AS8,Z,8.4,197
BMW,SUBCOMPACT,2.0,4,M6,Z,9.4,219
BMW,SUBCOMPACT,2.0,4,AS8,Z,8.9,208
BMW,SUBCOMPACT,2.0,4,AS8,Z,8.6,202
BMW,COMPACT,2.0,4,AS8,D,7.0,184
BMW,STATION WAGON - SMALL,2.0,4,AS8,D,7.0,184
BMW,COMPACT,2.0,4,AS8,Z,8.9,208
BMW,FULL-SIZE,2.0,4,AS8,Z,8.9,208
BMW,STATION WAGON - SMALL,2.0,4,AS8,Z,8.9,208
BMW,COMPACT,3.0,6,AS8,Z,7.8,183
BMW,COMPACT,3.0,6,M6,Z,10.3,240
BMW,COMPACT,3.0,6,AS8,Z,9.5,223
BMW,COMPACT,3.0,6,M6,Z,10.5,245
BMW,FULL-SIZE,3.0,6,AS8,Z,10.0,235
BMW,SUBCOMPACT,2.0,4,AS8,Z,9.1,214
BMW,COMPACT,2.0,4,AS8,Z,8.9,208
BMW,COMPACT,2.0,4,AS8,Z,8.9,208
BMW,COMPACT,3.0,6,AS8,Z,7.8,183
BMW,COMPACT,3.0,6,M6,Z,10.3,240
BMW,SUBCOMPACT,3.0,6,AS8,Z,10.0,235
BMW,COMPACT,3.0,6,AS8,Z,9.5,223
BMW,COMPACT,3.0,6,M6,Z,10.5,245
BMW,COMPACT,3.0,6,AS8,Z,9.5,223
BMW,MID-SIZE,2.0,4,AS8,Z,8.9,208
BMW,MID-SIZE,3.0,6,AS8,Z,10.0,236
BMW,SUBCOMPACT,3.0,6,AS8,Z,10.5,248
BMW,COMPACT,3.0,6,AS8,Z,10.5,248
BMW,FULL-SIZE,3.0,6,AS8,Z,10.3,241
BMW,SUBCOMPACT,4.4,8,AS8,Z,12.4,292
BMW,SUBCOMPACT,4.4,8,AS8,Z,12.2,286
BMW,COMPACT,4.4,8,AS8,Z,12.4,292
BMW,FULL-SIZE,4.4,8,AS8,Z,12.4,292
BMW,FULL-SIZE,4.4,8,AS8,Z,12.1,283
BMW,COMPACT,4.4,8,AS8,Z,12.4,292
BMW,SUBCOMPACT,3.0,6,AM7,Z,10.5,245
BMW,SUBCOMPACT,3.0,6,M6,Z,11.4,267
BMW,SUBCOMPACT,3.0,6,AS8,Z,9.5,222
BMW,SUBCOMPACT,3.0,6,M6,Z,10.9,255
BMW,SUBCOMPACT,3.0,6,AS8,Z,9.5,222
BMW,SUBCOMPACT,3.0,6,M6,Z,10.7,249
BMW,SUBCOMPACT,3.0,6,AS8,Z,9.7,227
BMW,SUBCOMPACT,3.0,6,AS8,Z,9.7,227
BMW,COMPACT,3.0,6,AM7,Z,11.9,280
BMW,COMPACT,3.0,6,M6,Z,11.6,273
BMW,SUBCOMPACT,3.0,6,AM7,Z,12.7,299
BMW,SUBCOMPACT,3.0,6,M6,Z,11.9,280
BMW,COMPACT,3.0,6,AM7,Z,11.9,280
BMW,COMPACT,3.0,6,M6,Z,11.6,273
BMW,MID-SIZE,4.4,8,AS8,Z,12.1,283
BMW,SUBCOMPACT,4.4,8,AM7,Z,14.7,344
BMW,SUBCOMPACT,4.4,8,M6,Z,13.8,324
BMW,SUBCOMPACT,4.4,8,AM7,Z,14.7,344
BMW,SUBCOMPACT,4.4,8,M6,Z,13.8,324
BMW,COMPACT,4.4,8,AM7,Z,14.7,344
BMW,COMPACT,4.4,8,M6,Z,13.8,324
BMW,FULL-SIZE,6.6,12,AS8,Z,15.1,355
BMW,SUV - SMALL,2.0,4,AS8,Z,9.3,217
BMW,SUV - SMALL,2.0,4,AS8,Z,9.5,222
BMW,SUV - SMALL,2.0,4,AS8,Z,9.5,223
BMW,SUV - SMALL,3.0,6,AS8,Z,10.3,241
BMW,SUV - SMALL,2.0,4,AS8,Z,10.3,240
BMW,SUV - SMALL,3.0,6,AS8,Z,11.4,266
BMW,SUV - STANDARD,3.0,6,AS8,D,9.3,246
BMW,SUV - STANDARD,3.0,6,AS8,Z,11.5,270
BMW,SUV - STANDARD,4.4,8,AS8,Z,13.5,317
BMW,SUV - STANDARD,4.4,8,AS8,Z,14.6,341
BMW,SUV - STANDARD,3.0,6,AS8,Z,11.5,270
BMW,SUV - STANDARD,4.4,8,AS8,Z,13.5,317
BMW,SUV - STANDARD,4.4,8,AS8,Z,14.6,341
BUGATTI,TWO-SEATER,8.0,16,AM7,Z,22.2,522
BUICK,SUV - STANDARD,3.6,6,AS9,X,11.2,263
BUICK,SUV - STANDARD,3.6,6,AS9,X,11.8,277
BUICK,SUV - SMALL,1.4,4,AS6,X,8.3,194
BUICK,SUV - SMALL,1.4,4,AS6,X,7.9,185
BUICK,SUV - SMALL,1.4,4,AS6,X,8.9,210
BUICK,SUV - SMALL,1.4,4,AS6,X,8.3,196
BUICK,SUV - SMALL,2.0,4,A6,Z,10.6,248
BUICK,SUV - SMALL,2.5,4,A6,X,10.0,234
BUICK,MID-SIZE,3.6,6,AS9,X,9.7,228
BUICK,MID-SIZE,2.5,4,A6,X,8.1,190
BUICK,MID-SIZE,3.6,6,AS9,X,10.1,237
BUICK,FULL-SIZE,2.0,4,AS9,Z,9.2,217
BUICK,FULL-SIZE,2.0,4,AS8,Z,9.6,227
BUICK,FULL-SIZE,3.6,6,AS9,X,10.7,250
CADILLAC,COMPACT,2.0,4,AS8,Z,9.2,216
CADILLAC,COMPACT,2.0,4,M6,Z,10.3,240
CADILLAC,COMPACT,3.6,6,AS8,X,10.0,234
CADILLAC,COMPACT,2.0,4,AS8,Z,9.5,222
CADILLAC,COMPACT,3.6,6,AS8,X,10.5,247
CADILLAC,COMPACT,3.6,6,AS8,Z,11.9,291
CADILLAC,COMPACT,3.6,6,M6,Z,12.6,295
CADILLAC,FULL-SIZE,2.0,4,AS8,Z,9.5,224
CADILLAC,FULL-SIZE,3.0,6,AS8,Z,11.2,263
CADILLAC,FULL-SIZE,3.6,6,AS8,X,11.1,261
CADILLAC,MID-SIZE,2.0,4,AS8,Z,9.5,224
CADILLAC,MID-SIZE,3.6,6,AS8,X,10.0,234
CADILLAC,MID-SIZE,2.0,4,AS8,Z,9.8,229
CADILLAC,MID-SIZE,3.6,6,AS8,X,10.5,247
CADILLAC,MID-SIZE,3.6,6,AS8,Z,12.7,311
CADILLAC,MID-SIZE,6.2,8,AS8,Z,14.0,329
CADILLAC,SUV - STANDARD,6.2,8,A10,Z,14.0,329
CADILLAC,SUV - SMALL,3.6,6,AS8,X,10.6,250
CADILLAC,SUV - SMALL,3.6,6,AS8,X,11.2,263
CADILLAC,FULL-SIZE,3.6,6,AS6,X,11.1,260
CADILLAC,FULL-SIZE,3.6,6,AS6,X,11.6,272
CADILLAC,FULL-SIZE,3.6,6,AS6,Z,12.8,302
CHEVROLET,SUBCOMPACT,2.0,4,AS8,Z,9.4,220
CHEVROLET,SUBCOMPACT,2.0,4,M6,Z,10.1,235
CHEVROLET,SUBCOMPACT,3.6,6,AS8,X,10.4,246
CHEVROLET,SUBCOMPACT,3.6,6,M6,X,11.7,274
CHEVROLET,SUBCOMPACT,6.2,8,AS8,Z,11.7,273
CHEVROLET,SUBCOMPACT,6.2,8,M6,Z,12.1,284
CHEVROLET,SUBCOMPACT,6.2,8,AS10,Z,15.4,361
CHEVROLET,SUBCOMPACT,6.2,8,M6,Z,14.8,348
CHEVROLET,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.3,218
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,A6,X,10.8,253
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,M6,X,10.7,251
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,A6,D,9.6,257
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,A8,X,11.7,274
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.3,266
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.4,279
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,A8,X,12.2,288
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,A6,D,11.7,315
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.1,331
CHEVROLET,TWO-SEATER,6.2,8,AS8,Z,12.7,297
CHEVROLET,TWO-SEATER,6.2,8,M7,Z,11.9,278
CHEVROLET,TWO-SEATER,6.2,8,AS8,Z,14.3,336
CHEVROLET,TWO-SEATER,6.2,8,M7,Z,13.4,312
CHEVROLET,COMPACT,1.4,4,AS6,X,7.1,166
CHEVROLET,COMPACT,1.4,4,M6,X,7.4,172
CHEVROLET,COMPACT,1.4,4,AS6,X,7.2,169
CHEVROLET,COMPACT,1.6,4,A9,D,6.5,175
CHEVROLET,COMPACT,1.6,4,M6,D,6.3,170
CHEVROLET,MID-SIZE,1.4,4,AS6,X,7.3,172
CHEVROLET,MID-SIZE,1.4,4,M6,X,7.5,175
CHEVROLET,MID-SIZE,1.4,4,AS6,X,7.5,176
CHEVROLET,MID-SIZE,1.6,4,A9,D,6.6,178
CHEVROLET,MID-SIZE,1.6,4,M6,D,6.7,180
CHEVROLET,SUV - SMALL,1.5,4,A6,X,8.3,195
CHEVROLET,SUV - SMALL,1.6,4,A6,D,7.4,198
CHEVROLET,SUV - SMALL,1.5,4,A6,X,8.9,209
CHEVROLET,SUV - SMALL,1.6,4,A6,D,7.4,198
CHEVROLET,SUV - SMALL,2.0,4,A9,Z,9.7,228
CHEVROLET,FULL-SIZE,2.5,4,AS6,X,9.5,224
CHEVROLET,FULL-SIZE,3.6,6,AS6,X,10.8,254
CHEVROLET,FULL-SIZE,3.6,6,AS6,E,14.6,245
CHEVROLET,MID-SIZE,1.5,4,A6,X,7.8,181
CHEVROLET,MID-SIZE,2.0,4,A9,Z,9.1,213
CHEVROLET,MID-SIZE,1.8,4,AV,X,5.1,121
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,X,11.8,278
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,E,17.1,284
