make,model,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,fuel_consumption_comb_mpg,co2_emissions
HYUNDAI,ELANTRA,MID-SIZE,2.0,4,AS6,X,8.3,6.4,7.4,38,174
HYUNDAI,ELANTRA,MID-SIZE,2.0,4,M6,X,9.1,6.6,8.0,35,187
HYUNDAI,ELANTRA,MID-SIZE,2.0,4,AS6,X,9.8,7.3,8.7,32,206
HYUNDAI,ELANTRA,MID-SIZE,2.0,4,M6,X,9.8,7.2,8.7,32,204
HYUNDAI,IONIQ,FULL-SIZE,1.6,4,AM6,X,4.3,4.4,4.4,64,103
HYUNDAI,IONIQ,FULL-SIZE,1.6,4,AM6,X,4.2,4.0,4.1,69,96
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,AS6,X,12.9,9.4,11.3,25,265
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,AS6,X,13.0,9.7,11.5,25,269
HYUNDAI,SANTA FE,SUV - SMALL,2.4,4,AS6,X,11.1,8.6,10.0,28,235
HYUNDAI,SANTA FE,SUV - SMALL,2.0,4,AS6,X,12.5,9.6,11.2,25,264
HYUNDAI,SANTA FE,SUV - SMALL,2.4,4,AS6,X,12.0,9.1,10.7,26,253
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,AS6,X,13.9,10.8,12.5,23,295
HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS6,X,10.5,7.6,9.2,31,216
HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,9.4,6.7,8.2,34,194
HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,10.0,7.2,8.7,32,207
HYUNDAI,SONATA,MID-SIZE,2.0,4,AS6,X,6.3,5.7,6.0,47,143
HYUNDAI,SONATA,MID-SIZE,2.0,4,AS6,X,6.0,5.3,5.7,50,137
HYUNDAI,TUCSON,SUV - SMALL,1.6,4,AM7,X,9.9,8.5,9.3,30,221
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,AS6,X,10.1,7.8,9.0,31,213
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,AS6,X,11.0,9.1,10.2,28,241
HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.3,6.7,7.6,37,180
HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,8.9,6.9,8.0,35,188
HYUNDAI,VELOSTER,COMPACT,1.6,4,AS6,X,8.9,7.3,8.2,34,193
HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,9.4,7.2,8.4,34,200
INFINITI,Q50,MID-SIZE,2.0,4,AS7,Z,10.7,8.4,9.6,29,226
INFINITI,Q50,MID-SIZE,3.0,6,AS7,Z,12.6,8.8,10.9,26,256
INFINITI,Q50,MID-SIZE,3.0,6,AS7,Z,12.3,9.2,10.9,26,257
INFINITI,Q50,COMPACT,3.5,6,AS7,Z,9.1,7.7,8.5,33,200
INFINITI,Q60,SUBCOMPACT,2.0,4,AS7,Z,11.2,8.5,10.0,28,233
INFINITI,Q60,SUBCOMPACT,3.0,6,AS7,Z,12.4,8.8,10.8,26,253
INFINITI,Q60,SUBCOMPACT,3.0,6,AS7,Z,12.5,9.2,11.0,26,259
INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,13.2,9.8,11.7,24,274
INFINITI,Q70,MID-SIZE,5.6,8,AS7,Z,14.9,10.2,12.8,22,300
INFINITI,Q70,MID-SIZE,3.5,6,AS7,Z,8.4,7.1,7.8,36,184
INFINITI,QX30,COMPACT,2.0,4,AM7,Z,9.7,7.1,8.5,33,200
INFINITI,QX30,COMPACT,2.0,4,AM7,Z,10.6,8.0,9.4,30,221
INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,13.7,9.8,11.9,24,280
INFINITI,QX60,SUV - SMALL,3.5,6,AV7,Z,11.9,8.8,10.5,27,246
INFINITI,QX60,SUV - SMALL,3.5,6,AV7,Z,12.5,9.1,10.9,26,257
INFINITI,QX60,SUV - STANDARD,2.5,4,AV7,X,9.5,8.6,9.1,31,214
INFINITI,QX70,SUV - SMALL,3.7,6,AS7,Z,14.5,10.8,12.8,22,301
INFINITI,QX80,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.2,15.1,19,355
JAGUAR,F-PACE,SUV - SMALL,3.0,6,AS8,Z,13.3,10.0,11.8,24,277
JAGUAR,F-TYPE,TWO-SEATER,3.0,6,AS8,Z,11.9,8.5,10.4,27,242
JAGUAR,F-TYPE,TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,22,296
JAGUAR,F-TYPE,TWO-SEATER,3.0,6,AS8,Z,11.9,8.5,10.4,27,242
JAGUAR,F-TYPE,TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,22,296
JAGUAR,F-TYPE,TWO-SEATER,5.0,8,AS8,Z,15.6,10.4,13.3,21,311
JAGUAR,F-TYPE,TWO-SEATER,5.0,8,AS6,Z,15.6,10.4,13.3,21,311
JAGUAR,F-TYPE,TWO-SEATER,3.0,6,AS8,Z,12.4,8.8,10.8,26,253
JAGUAR,F-TYPE,TWO-SEATER,3.0,6,M6,Z,15.3,10.0,12.9,22,302
JAGUAR,F-TYPE,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25,265
JAGUAR,F-TYPE,TWO-SEATER,3.0,6,AS8,Z,12.4,8.8,10.8,26,253
JAGUAR,F-TYPE,TWO-SEATER,3.0,6,M6,Z,15.3,10.0,12.9,22,302
JAGUAR,F-TYPE,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25,265
JAGUAR,XE,COMPACT,2.0,4,AS8,D,7.8,5.8,6.9,41,186
JAGUAR,XE,COMPACT,3.0,6,AS8,Z,11.8,8.2,10.2,28,238
JAGUAR,XF,MID-SIZE,2.0,4,AS8,D,7.8,5.8,6.9,41,186
JAGUAR,XF,MID-SIZE,3.0,6,AS8,Z,12.0,8.4,10.4,27,243
JAGUAR,XJ,FULL-SIZE,3.0,6,AS8,Z,14.0,9.0,11.8,24,276
JAGUAR,XJL,FULL-SIZE,3.0,6,AS8,Z,14.0,9.4,11.9,24,280
JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.3,13.3,21,313
JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.3,13.3,21,313
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,11.0,7.8,9.6,29,225
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,11.4,8.3,10.0,28,234
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,11.3,8.4,10.0,28,235
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,11.6,8.6,10.3,27,241
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,11.4,8.7,10.2,28,240
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,12.8,9.0,11.1,25,259
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,256
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,12.9,9.9,11.6,24,269
JEEP,COMPASS,SUV - SMALL,2.0,4,AV,X,10.8,9.0,10.0,28,235
JEEP,COMPASS,SUV - SMALL,2.0,4,M5,X,10.3,7.9,9.3,30,216
JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.3,8.7,10.1,28,238
JEEP,COMPASS,SUV - SMALL,2.4,4,M5,X,10.2,8.3,9.3,30,219
JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.7,9.2,10.6,27,249
JEEP,COMPASS,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,259
JEEP,COMPASS,SUV - SMALL,2.4,4,M5,X,10.6,8.7,9.8,29,230
JEEP,CHEROKEE,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265
JEEP,CHEROKEE,SUV - STANDARD,5.7,8,A8,X,16.6,10.7,14.0,20,328
JEEP,CHEROKEE,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18,368
JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,10.6,7.6,9.3,30,218
JEEP,COMPASS,SUV - SMALL,2.4,4,M6,X,10.4,7.3,9.0,31,211
JEEP,COMPASS,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222
JEEP,COMPASS,SUV - SMALL,2.4,4,M6,X,10.8,7.6,9.4,30,221
JEEP,PATRIOT,SUV - SMALL,2.0,4,AV,X,10.8,9.0,10.0,28,235
JEEP,PATRIOT,SUV - SMALL,2.0,4,M5,X,10.3,7.9,9.3,30,216
JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.3,8.7,10.1,28,238
JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.2,8.3,9.3,30,219
JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.7,9.2,10.6,27,249
JEEP,PATRIOT,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,259
JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.6,8.7,9.8,29,230
JEEP,RENEGADE,SUV - SMALL,1.4,4,M6,X,9.9,7.7,8.9,32,209
JEEP,RENEGADE,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222
JEEP,RENEGADE,SUV - SMALL,2.4,4,A9,E,14.4,10.2,12.5,23,206
JEEP,RENEGADE,SUV - SMALL,1.4,4,M6,X,9.9,7.7,8.9,32,211
JEEP,RENEGADE,SUV - SMALL,2.4,4,A9,X,11.2,8.2,9.8,29,230
JEEP,WRANGLER,SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,299
JEEP,WRANGLER,SUV - SMALL,3.6,6,M6,X,14.2,11.0,12.8,22,298
JEEP,WRANGLER,SUV - SMALL,3.6,6,A5,X,14.7,11.7,13.4,21,313
JEEP,WRANGLER,SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.3,21,312
KIA,CADENZA,FULL-SIZE,3.3,6,AS8,X,11.5,8.5,10.2,28,237
KIA,FORTE,MID-SIZE,2.0,4,AS6,X,7.9,6.3,7.2,39,170
KIA,FORTE,MID-SIZE,2.0,4,AS6,X,9.4,7.0,8.3,34,198
KIA,FORTE,MID-SIZE,2.0,4,M6,X,9.4,6.8,8.3,34,195
KIA,FORTE,FULL-SIZE,1.6,4,AM7,X,9.4,7.9,8.7,32,207
KIA,FORTE,FULL-SIZE,2.0,4,AS6,X,9.7,7.0,8.3,34,197
KIA,FORTE,FULL-SIZE,2.0,4,M6,X,9.8,7.3,8.7,32,204
KIA,FORTE,COMPACT,1.6,4,AM7,X,9.6,7.4,8.6,33,204
KIA,FORTE,COMPACT,1.6,4,M6,X,10.1,8.0,9.2,31,216
KIA,FORTE,COMPACT,2.0,4,AS6,X,9.6,7.3,8.6,33,203
KIA,FORTE,COMPACT,2.0,4,M6,X,9.9,7.6,8.8,32,209
KIA,K900,FULL-SIZE,3.8,6,AS8,X,13.8,9.3,11.8,24,279
KIA,K900,FULL-SIZE,5.0,8,AS8,Z,15.6,10.6,13.3,21,317
KIA,NIRO,STATION WAGON - SMALL,1.6,4,AM6,X,4.6,5.1,4.8,59,114
KIA,NIRO,STATION WAGON - SMALL,1.6,4,AM6,X,4.5,4.8,4.7,60,110
KIA,NIRO,STATION WAGON - SMALL,1.6,4,AM6,X,5.1,5.8,5.4,52,129
KIA,OPTIMA,FULL-SIZE,2.4,4,AS6,X,9.6,6.8,8.4,34,198
KIA,OPTIMA,FULL-SIZE,2.4,4,AS6,X,9.3,6.6,8.0,35,190
KIA,OPTIMA,FULL-SIZE,2.0,4,AS6,X,10.9,7.6,9.4,30,224
KIA,OPTIMA,MID-SIZE,2.0,4,AS6,X,6.0,5.1,5.6,50,132
KIA,RIO,COMPACT,1.6,4,AS6,X,8.8,6.5,7.8,36,181
KIA,RIO,COMPACT,1.6,4,M6,X,8.8,6.6,7.8,36,181
KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,AS6,X,9.9,7.6,8.9,32,210
KIA,SEDONA,MINIVAN,3.3,6,AS6,X,13.2,9.7,11.6,24,275
KIA,SEDONA,MINIVAN,3.3,6,AS6,X,12.9,9.5,11.4,25,269
KIA,SEDONA,MINIVAN,3.3,6,AS6,X,14.1,10.5,12.5,23,296
KIA,SORENTO,SUV - SMALL,2.4,4,AS6,X,11.2,8.3,9.9,29,234
KIA,SORENTO,SUV - SMALL,2.0,4,AS6,X,12.3,9.4,11.0,26,259
KIA,SORENTO,SUV - SMALL,2.4,4,AS6,X,11.5,9.3,10.5,27,246
KIA,SORENTO,SUV - SMALL,3.3,6,AS6,X,14.0,10.1,12.2,23,289
KIA,SORENTO,SUV - SMALL,3.3,6,AS6,X,13.2,9.3,11.4,25,270
KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS6,X,9.4,7.8,8.7,32,205
KIA,SOUL,STATION WAGON - SMALL,1.6,4,M6,X,9.7,7.8,8.8,32,208
KIA,SOUL,STATION WAGON - SMALL,2.0,4,AS6,X,9.5,7.8,8.7,32,206
KIA,SOUL,STATION WAGON - SMALL,1.6,4,AM7,X,9.1,7.7,8.5,33,199
KIA,SPORTAGE,SUV - SMALL,2.4,4,AS6,X,10.4,8.0,9.3,30,220
KIA,SPORTAGE,SUV - SMALL,2.0,4,AS6,X,11.9,10.2,11.1,25,263
KIA,SPORTAGE,SUV - SMALL,2.4,4,AS6,X,11.3,9.5,10.5,27,247
LAMBORGHINI,AVENTADOR,TWO-SEATER,6.5,12,AM7,Z,22.2,12.7,17.9,16,428
LAMBORGHINI,AVENTADOR,TWO-SEATER,6.5,12,AM7,Z,23.9,14.5,19.7,14,461
LAMBORGHINI,AVENTADOR,TWO-SEATER,6.5,12,AM7,Z,23.0,13.5,18.7,15,438
LAMBORGHINI,AVENTADOR,TWO-SEATER,6.5,12,AM7,Z,23.9,14.5,19.7,14,461
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,16.4,11.4,14.2,20,331
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,16.9,11.8,14.6,19,340
LAND ROVER,DISCOVERY,SUV - SMALL,2.0,4,AS9,Z,12.0,9.2,10.7,26,252
LAND ROVER,RANGE ROVER,SUV - SMALL,2.0,4,AS9,Z,11.3,8.0,9.8,29,231
LAND ROVER,RANGE ROVER,SUV - SMALL,2.0,4,AS9,Z,12.0,8.5,10.4,27,243
LEXUS,CT,COMPACT,1.8,4,AV,X,5.5,5.9,5.7,50,132
LEXUS,ES,MID-SIZE,2.5,4,AV6,X,5.8,6.1,5.9,48,139
LEXUS,ES,MID-SIZE,3.5,6,AS6,X,11.4,7.7,9.7,29,226
LEXUS,GS,MID-SIZE,3.5,6,AS6,Z,12.4,9.2,11.0,26,257
LEXUS,GS,MID-SIZE,3.5,6,AV8,Z,8.0,6.9,7.5,38,176
LEXUS,GS,COMPACT,5.0,8,AS8,Z,14.9,9.7,12.5,23,293
LEXUS,GX,SUV - STANDARD,4.6,8,AS6,Z,16.0,12.9,14.6,19,341
LEXUS,IS,COMPACT,2.0,4,AS8,Z,10.6,7.3,9.1,31,214
LEXUS,IS,COMPACT,3.5,6,AS6,Z,12.6,9.2,11.0,26,258
LEXUS,IS,COMPACT,3.5,6,AS6,Z,12.6,9.2,11.0,26,258
LEXUS,LS,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,303
LEXUS,LS,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,303
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18.2,13.0,15.8,18,372
LEXUS,NX,SUV - SMALL,2.0,4,AS6,Z,10.7,8.5,9.7,29,226
LEXUS,NX,SUV - SMALL,2.0,4,AS6,Z,10.8,8.9,9.9,29,232
LEXUS,NX,SUV - SMALL,2.5,4,AV6,X,7.2,7.9,7.5,38,176
LEXUS,RC,SUBCOMPACT,3.5,6,AS6,Z,12.6,9.2,11.0,26,258
LEXUS,RC,SUBCOMPACT,3.5,6,AS6,Z,12.6,9.2,11.0,26,258
LEXUS,RC,SUBCOMPACT,5.0,8,AS8,Z,15.2,9.5,12.6,22,289
LEXUS,RX,SUV - SMALL,3.5,6,AS8,X,12.2,9.0,10.8,26,252
LEXUS,RX,SUV - STANDARD,3.5,6,AV6,Z,7.5,8.4,7.9,36,185
LINCOLN,CONTINENTAL,FULL-SIZE,2.7,6,AS6,X,14.0,9.5,12.0,24,281
LINCOLN,CONTINENTAL,FULL-SIZE,3.0,6,AS6,X,14.4,9.7,12.3,23,288
LINCOLN,CONTINENTAL,FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,23,287
LINCOLN,MKC,SUV - SMALL,2.0,4,AS6,X,12.3,9.3,10.9,26,256
LINCOLN,MKC,SUV - SMALL,2.0,4,AS6,X,12.1,9.3,10.8,26,254
LINCOLN,MKC,SUV - SMALL,2.3,4,AS6,X,13.1,9.4,11.4,25,268
LINCOLN,MKT,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,321
LINCOLN,MKT,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.7,10.2,12.7,22,298
LINCOLN,MKX,SUV - SMALL,2.7,6,AS6,X,14.1,9.8,12.1,23,284
LINCOLN,MKX,SUV - SMALL,3.7,6,AS6,X,14.4,10.3,12.5,23,293
LINCOLN,MKZ,MID-SIZE,2.0,4,AS6,X,11.2,7.6,9.8,29,230
LINCOLN,MKZ,MID-SIZE,3.0,6,AS6,X,13.4,8.7,11.2,25,264
LINCOLN,MKZ,MID-SIZE,2.0,4,AS6,X,11.8,8.4,10.2,28,239
LINCOLN,MKZ,MID-SIZE,3.0,6,AS6,X,14.0,9.2,11.8,24,278
LINCOLN,MKZ,MID-SIZE,2.0,4,AV,X,5.7,6.2,5.9,48,139
LINCOLN,NAVIGATOR,SUV - STANDARD,3.5,6,AS6,X,15.9,12.0,14.2,20,333
LINCOLN,NAVIGATOR,SUV - STANDARD,3.5,6,AS6,X,16.1,12.4,14.5,19,339
MASERATI,GHIBLI,MID-SIZE,3.0,6,AS8,Z,14.1,9.8,12.4,23,286
MASERATI,GHIBLI,MID-SIZE,3.0,6,AS8,Z,14.7,10.0,12.4,23,293
MASERATI,GHIBLI,MID-SIZE,3.0,6,AS8,Z,14.7,9.9,12.6,22,295
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,355
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.6,15.2,19,358
MASERATI,LEVANTE,SUV - STANDARD,3.0,6,AS8,Z,16.8,11.9,14.7,19,340
MASERATI,LEVANTE,SUV - STANDARD,3.0,6,AS8,Z,16.8,12.4,14.7,19,346
MASERATI,QUATTROPORTE,FULL-SIZE,3.8,8,AS8,Z,16.1,10.8,13.8,20,321
MASERATI,QUATTROPORTE,FULL-SIZE,3.0,6,AS8,Z,14.9,10.3,13.1,22,300
MASERATI,QUATTROPORTE,FULL-SIZE,3.0,6,AS8,Z,15.0,10.3,13.1,22,301
MAZDA,CX-3,COMPACT,2.0,4,AS6,X,8.2,6.9,7.6,37,179
MAZDA,CX-3,COMPACT,2.0,4,AS6,X,8.8,7.5,8.2,34,192
MAZDA,CX-5,SUV - SMALL,2.0,4,M6,X,9.4,7.4,8.5,33,199
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.8,7.7,8.6,33,204
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,10.2,8.3,9.2,31,221
MAZDA,CX-9,SUV - SMALL,2.5,4,AS6,X,10.6,8.4,9.6,29,225
MAZDA,CX-9,SUV - SMALL,2.5,4,AS6,X,11.5,8.9,10.4,27,242
MAZDA,MAZDA3,COMPACT,2.0,4,AS6,X,8.4,6.4,7.5,38,176
MAZDA,MAZDA3,COMPACT,2.0,4,M6,X,8.5,6.2,7.5,38,175
MAZDA,MAZDA3,COMPACT,2.0,4,M6,X,8.5,6.2,7.5,38,175
MAZDA,MAZDA3,COMPACT,2.5,4,AS6,X,8.8,6.6,7.8,36,182
MAZDA,MAZDA3,COMPACT,2.5,4,AS6,X,8.5,6.4,7.6,37,176
MAZDA,MAZDA3,COMPACT,2.5,4,M6,X,9.3,6.9,8.2,34,194
MAZDA,MAZDA3,MID-SIZE,2.0,4,AS6,X,8.4,6.4,7.5,38,174
MAZDA,MAZDA3,MID-SIZE,2.0,4,M6,X,8.6,6.4,7.6,37,178
MAZDA,MAZDA3,MID-SIZE,2.5,4,AS6,X,9.0,6.7,7.8,36,183
MAZDA,MAZDA3,MID-SIZE,2.5,4,AS6,X,8.7,6.6,7.8,36,181
MAZDA,MAZDA3,MID-SIZE,2.5,4,M6,X,9.6,7.0,8.4,34,198
MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8,8.2,9.6,29,226
MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,29,230
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,9.1,6.7,8.0,35,187
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,8.9,6.7,7.9,36,186
MAZDA,MAZDA6,MID-SIZE,2.5,4,M6,X,9.8,6.9,8.4,34,196
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,9.0,6.7,8.0,35,187
MAZDA,MX-5,TWO-SEATER,2.0,4,M6,Z,8.9,7.1,8.1,35,190
MERCEDES-BENZ,C,COMPACT,4.0,8,AS7,Z,13.4,9.6,11.7,24,273
MERCEDES-BENZ,C,SUBCOMPACT,4.0,8,AS7,Z,14.0,10.1,12.2,23,291
MERCEDES-BENZ,C,SUBCOMPACT,4.0,8,AS7,Z,13.8,10.1,12.1,23,285
MERCEDES-BENZ,C,COMPACT,4.0,8,AS7,Z,13.4,9.6,11.7,24,273
MERCEDES-BENZ,S,SUBCOMPACT,4.0,8,AS7,Z,14.0,10.1,12.2,23,291
MERCEDES-BENZ,S,SUBCOMPACT,4.0,8,AS7,Z,13.8,10.1,12.1,23,285
MERCEDES-BENZ,CLA,COMPACT,2.0,4,AS7,Z,10.7,7.6,9.3,30,221
MERCEDES-BENZ,CLS,COMPACT,5.5,8,AS7,Z,15.1,10.8,13.1,22,308
MERCEDES-BENZ,G,SUV - STANDARD,5.5,8,AS7,Z,20.0,16.6,18.5,15,413
MERCEDES-BENZ,G,SUV - STANDARD,6.0,12,AS7,Z,22.2,18.0,20.3,14,467
MERCEDES-BENZ,GLA,SUV - SMALL,2.0,4,AS7,Z,11.3,8.5,10.0,28,233
MERCEDES-BENZ,GLC,SUV - SMALL,3.0,6,A9,Z,17.4,11.1,14.6,19,353
MERCEDES-BENZ,GLE,SUV - STANDARD,3.0,6,A9,Z,13.6,10.1,12.0,24,281
MERCEDES-BENZ,GLE,SUV - STANDARD,3.0,6,A9,Z,13.6,10.2,12.0,24,281
MERCEDES-BENZ,GLE,SUV - STANDARD,5.5,8,AS7,Z,17.3,13.5,15.6,18,363
MERCEDES-BENZ,GLE,SUV - STANDARD,5.5,8,AS7,Z,17.2,12.8,15.2,19,363
MERCEDES-BENZ,GLS,SUV - STANDARD,5.5,8,AS7,Z,18.2,14.0,16.3,17,369
MERCEDES-BENZ,GT,TWO-SEATER,4.0,8,AS7,Z,14.5,10.8,12.8,22,303
MERCEDES-BENZ,GT,TWO-SEATER,4.0,8,AS7,Z,14.5,10.8,12.8,22,303
MERCEDES-BENZ,S,FULL-SIZE,5.5,8,AS7,Z,15.7,10.1,13.2,21,313
MERCEDES-BENZ,S,COMPACT,5.5,8,AS7,Z,16.4,10.6,13.8,20,322
MERCEDES-BENZ,S,COMPACT,5.5,8,AS7,Z,15.3,10.2,13.0,22,305
MERCEDES-BENZ,S,FULL-SIZE,6.0,12,AS7,Z,17.6,10.9,14.6,19,349
MERCEDES-BENZ,S,COMPACT,6.0,12,AS7,Z,17.1,11.0,14.3,20,348
MERCEDES-BENZ,S,COMPACT,6.0,12,AS7,Z,18.7,11.6,15.5,18,365
MERCEDES-BENZ,SL,TWO-SEATER,5.5,8,AS7,Z,14.7,9.5,12.4,23,298
MERCEDES-BENZ,SL,TWO-SEATER,6.0,12,AS7,Z,17.6,10.8,14.5,19,340
MERCEDES-BENZ,SLC,TWO-SEATER,3.0,6,A9,Z,11.6,8.2,10.1,28,234
MERCEDES-BENZ,B,MID-SIZE,2.0,4,AS7,Z,9.7,6.6,8.3,34,179
MERCEDES-BENZ,C,COMPACT,2.0,4,AS7,Z,10.1,7.8,9.0,31,212
MERCEDES-BENZ,C,SUBCOMPACT,2.0,4,A9,Z,10.8,8.0,9.5,30,222
MERCEDES-BENZ,C,SUBCOMPACT,2.0,4,AS7,Z,10.4,8.0,9.3,30,218
MERCEDES-BENZ,CLA,COMPACT,2.0,4,AS7,Z,9.6,6.4,8.1,35,190
MERCEDES-BENZ,CLS,COMPACT,4.7,8,A9,Z,13.6,9.4,11.7,24,275
MERCEDES-BENZ,E,MID-SIZE,2.0,4,A9,Z,10.8,8.1,9.5,30,246
MERCEDES-BENZ,E,MID-SIZE,3.0,6,A9,Z,11.8,8.6,10.4,27,245
MERCEDES-BENZ,E,STATION WAGON - MID-SIZE,3.0,6,A9,Z,12.4,9.3,11.0,26,259
MERCEDES-BENZ,E,SUBCOMPACT,3.0,6,AS7,Z,11.5,8.1,10.0,28,233
MERCEDES-BENZ,E,SUBCOMPACT,3.0,6,AS7,Z,11.8,8.4,10.2,28,239
MERCEDES-BENZ,E,SUBCOMPACT,4.7,8,AS7,Z,13.7,9.2,11.7,24,275
MERCEDES-BENZ,E,SUBCOMPACT,4.7,8,AS7,Z,13.4,8.9,11.4,25,268
MERCEDES-BENZ,G,SUV - STANDARD,4.0,8,AS7,Z,19.0,16.6,17.9,16,401
MERCEDES-BENZ,GLA,SUV - SMALL,2.0,4,AS7,Z,10.3,7.6,9.1,31,212
MERCEDES-BENZ,GLA,SUV - SMALL,2.0,4,AS7,E,13.6,10.0,12.0,24,128
MERCEDES-BENZ,GLC,SUV - SMALL,2.0,4,A9,Z,11.1,8.5,10.0,28,233
MERCEDES-BENZ,GLE,SUV - STANDARD,3.0,6,A9,Z,13.1,10.1,11.7,24,276
MERCEDES-BENZ,GLE,SUV - STANDARD,4.7,8,A9,Z,15.3,11.3,13.5,21,318
MERCEDES-BENZ,GLS,SUV - STANDARD,3.0,6,A9,Z,14.4,11.4,13.0,22,306
MERCEDES-BENZ,GLS,SUV - STANDARD,4.7,8,A9,Z,16.7,12.9,15.0,19,347
MERCEDES-BENZ,S,FULL-SIZE,6.0,12,AS7,Z,18.2,11.0,15.0,19,359
MERCEDES-BENZ,METRIS,SPECIAL PURPOSE VEHICLE,2.0,4,AS7,Z,11.1,9.1,10.2,28,240
MERCEDES-BENZ,METRIS,SPECIAL PURPOSE VEHICLE,2.0,4,AS7,Z,11.5,9.3,10.5,27,248
MERCEDES-BENZ,S,MID-SIZE,3.0,6,AS7,Z,12.6,8.6,10.8,26,253
MERCEDES-BENZ,S,MID-SIZE,4.7,8,A9,Z,14.3,9.2,12.0,24,280
MERCEDES-BENZ,S,FULL-SIZE,4.7,8,A9,Z,14.3,9.2,12.0,24,280
MERCEDES-BENZ,S,COMPACT,4.7,8,A9,Z,13.9,9.3,11.8,24,276
MERCEDES-BENZ,S,COMPACT,4.7,8,A9,Z,14.1,9.3,11.9,24,278
MERCEDES-BENZ,S,FULL-SIZE,6.0,12,AS7,Z,17.5,10.8,14.5,19,350
MERCEDES-BENZ,SL,TWO-SEATER,3.0,6,A9,Z,11.5,8.4,10.1,28,237
MERCEDES-BENZ,SL,TWO-SEATER,4.7,8,A9,Z,13.6,9.5,11.7,24,275
