make,model,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_comb,co2_emissions
16,1370,3,3.5,6,3,2,10.8,254
16,1372,3,3.5,6,3,2,11.3,266
16,1372,3,3.5,6,18,2,11.0,256
16,1507,6,3.5,6,3,2,11.3,264
17,262,0,1.6,4,15,2,7.9,182
17,262,0,1.6,4,25,2,7.8,184
17,763,0,2.0,4,15,2,7.4,174
17,763,0,2.0,4,25,2,8.0,187
17,765,0,2.0,4,15,2,8.7,206
17,765,0,2.0,4,25,2,8.7,204
17,1067,0,1.6,4,8,2,4.4,103
17,1068,0,1.6,4,8,2,4.1,96
17,1617,3,3.3,6,15,2,11.3,265
17,1619,3,3.3,6,15,2,11.5,269
17,1620,3,2.4,4,15,2,10.0,235
17,1622,3,2.0,4,15,2,11.2,264
17,1622,3,2.4,4,15,2,10.7,253
17,1624,3,3.3,6,15,2,12.5,295
17,1670,0,2.0,4,15,2,9.2,216
17,1670,0,2.4,4,15,2,8.2,194
17,1674,0,2.4,4,15,2,8.7,207
17,1671,0,2.0,4,15,2,6.0,143
17,1673,0,2.0,4,15,2,5.7,137
17,1814,3,1.6,4,9,2,9.3,221
17,1814,3,2.0,4,15,2,9.0,213
17,1816,3,2.0,4,15,2,10.2,241
17,1874,0,1.6,4,8,2,7.6,180
17,1874,0,1.6,4,25,2,8.0,188
17,1875,0,1.6,4,15,2,8.2,193
17,1875,0,1.6,4,25,2,8.4,200
18,1416,0,2.0,4,16,3,9.6,226
18,1416,0,3.0,6,16,3,10.9,256
18,1423,0,3.0,6,16,3,10.9,257
18,1420,0,3.5,6,16,3,8.5,200
18,1425,0,2.0,4,16,3,10.0,233
18,1425,0,3.0,6,16,3,10.8,253
18,1431,0,3.0,6,16,3,11.0,259
18,1435,0,3.7,6,16,3,11.7,274
18,1435,0,5.6,8,16,3,12.8,300
18,1436,0,3.5,6,16,3,7.8,184
18,1444,0,2.0,4,9,3,8.5,200
18,1445,0,2.0,4,9,3,9.4,221
18,1446,3,3.7,6,16,3,11.9,280
18,1447,3,3.5,6,22,3,10.5,246
18,1448,3,3.5,6,22,3,10.9,257
18,1449,6,2.5,4,22,2,9.1,214
18,1450,3,3.7,6,16,3,12.8,301
18,1451,6,5.6,8,16,3,15.1,355
19,863,3,3.0,6,17,3,11.8,277
19,866,5,3.0,6,17,3,10.4,242
19,866,5,3.0,6,25,3,12.6,296
19,869,5,3.0,6,17,3,10.4,242
19,869,5,3.0,6,25,3,12.6,296
19,885,5,5.0,8,17,3,13.3,311
19,886,5,5.0,8,15,3,13.3,311
19,887,5,3.0,6,17,3,10.8,253
19,887,5,3.0,6,25,3,12.9,302
19,888,5,3.0,6,17,3,11.3,265
19,889,5,3.0,6,17,3,10.8,253
19,889,5,3.0,6,25,3,12.9,302
19,890,5,3.0,6,17,3,11.3,265
19,1970,0,2.0,4,17,0,6.9,186
19,1972,0,3.0,6,17,3,10.2,238
19,1976,0,2.0,4,17,0,6.9,186
19,1980,0,3.0,6,17,3,10.4,243
19,1987,0,3.0,6,17,3,11.8,276
19,1993,0,3.0,6,17,3,11.9,280
19,1997,0,5.0,8,17,3,13.3,313
19,1998,0,5.0,8,17,3,13.3,313
20,485,3,2.4,4,6,2,9.6,225
20,485,3,3.2,6,6,2,10.0,234
20,487,3,2.4,4,6,2,10.0,235
20,487,3,3.2,6,6,2,10.3,241
20,489,3,2.4,4,6,2,10.2,240
20,489,3,3.2,6,6,2,11.1,259
20,490,3,2.4,4,6,2,10.9,256
20,490,3,3.2,6,6,2,11.6,269
20,521,3,2.0,4,19,2,10.0,235
20,521,3,2.0,4,24,2,9.3,216
20,521,3,2.4,4,3,2,10.1,238
20,521,3,2.4,4,24,2,9.3,219
20,522,3,2.4,4,3,2,10.6,249
20,522,3,2.4,4,19,2,11.1,259
20,522,3,2.4,4,24,2,9.8,230
20,990,6,3.6,6,5,2,11.3,265
20,990,6,5.7,8,5,2,14.0,328
20,997,6,6.4,8,5,3,15.7,368
20,1303,3,2.4,4,3,2,9.3,218
20,1303,3,2.4,4,25,2,9.0,211
20,1304,3,2.4,4,6,2,9.5,222
20,1304,3,2.4,4,25,2,9.4,221
20,1363,3,2.0,4,19,2,10.0,235
20,1363,3,2.0,4,24,2,9.3,216
20,1363,3,2.4,4,3,2,10.1,238
20,1363,3,2.4,4,24,2,9.3,219
20,1364,3,2.4,4,3,2,10.6,249
20,1364,3,2.4,4,19,2,11.1,259
20,1364,3,2.4,4,24,2,9.8,230
20,1504,3,1.4,4,25,2,8.9,209
20,1506,3,2.4,4,6,2,9.5,222
20,1506,3,2.4,4,6,1,12.5,206
20,1505,3,1.4,4,25,2,8.9,211
20,1505,3,2.4,4,6,2,9.8,230
20,1895,3,3.6,6,2,2,12.8,299
20,1895,3,3.6,6,25,2,12.8,298
20,1899,3,3.6,6,2,2,13.4,313
20,1899,3,3.6,6,25,2,13.3,312
21,438,0,3.3,6,17,2,10.2,237
21,914,0,2.0,4,15,2,7.2,170
21,913,0,2.0,4,15,2,8.3,198
21,912,0,2.0,4,25,2,8.3,195
21,915,0,1.6,4,9,2,8.7,207
21,915,0,2.0,4,15,2,8.3,197
21,915,0,2.0,4,25,2,8.7,204
21,916,0,1.6,4,9,2,8.6,204
21,916,0,1.6,4,25,2,9.2,216
21,916,0,2.0,4,15,2,8.6,203
21,916,0,2.0,4,25,2,8.8,209
21,1116,0,3.8,6,17,2,11.8,279
21,1116,0,5.0,8,17,3,13.3,317
21,1307,3,1.6,4,8,2,4.8,114
21,1308,3,1.6,4,8,2,4.7,110
21,1309,3,1.6,4,8,2,5.4,129
21,1326,0,2.4,4,15,2,8.4,198
21,1327,0,2.4,4,15,2,8.0,190
21,1330,0,2.0,4,15,2,9.4,224
21,1328,0,2.0,4,15,2,5.6,132
21,1508,0,1.6,4,15,2,7.8,181
21,1508,0,1.6,4,25,2,7.8,181
21,1515,0,2.0,4,15,2,8.9,210
21,1635,2,3.3,6,15,2,11.6,275
21,1636,2,3.3,6,15,2,11.4,269
21,1637,2,3.3,6,15,2,12.5,296
21,1679,3,2.4,4,15,2,9.9,234
21,1681,3,2.0,4,15,2,11.0,259
21,1681,3,2.4,4,15,2,10.5,246
21,1681,3,3.3,6,15,2,12.2,289
21,1682,3,3.3,6,15,2,11.4,270
21,1683,3,1.6,4,15,2,8.7,205
21,1683,3,1.6,4,25,2,8.8,208
21,1683,3,2.0,4,15,2,8.7,206
21,1686,3,1.6,4,9,2,8.5,199
21,1688,3,2.4,4,15,2,9.3,220
21,1689,3,2.0,4,15,2,11.1,263
21,1689,3,2.4,4,15,2,10.5,247
22,366,5,6.5,12,9,3,17.9,428
22,367,5,6.5,12,9,3,19.7,461
22,368,5,6.5,12,9,3,18.7,438
22,369,5,6.5,12,9,3,19.7,461
22,1041,5,5.2,10,9,3,14.2,331
22,1043,5,5.2,10,9,3,14.6,340
23,711,3,2.0,4,18,3,10.7,252
23,1464,3,2.0,4,18,3,9.8,231
23,1465,3,2.0,4,18,3,10.4,243
24,572,0,1.8,4,19,2,5.7,132
24,785,0,2.5,4,21,2,5.9,139
24,786,0,3.5,6,15,2,9.7,226
24,1003,0,3.5,6,15,3,11.0,257
24,1005,0,3.5,6,23,3,7.5,176
24,1006,0,5.0,8,17,3,12.5,293
24,1009,6,4.6,8,15,3,14.6,341
24,1070,0,2.0,4,17,3,9.1,214
24,1075,0,3.5,6,15,3,11.0,258
24,1077,0,3.5,6,15,3,11.0,258
24,1142,0,4.6,8,17,3,12.9,303
24,1143,0,4.6,8,17,3,12.9,303
24,1149,6,5.7,8,17,3,15.8,372
24,1313,3,2.0,4,15,3,9.7,226
24,1314,3,2.0,4,15,3,9.9,232
24,1317,3,2.5,4,21,2,7.5,176
24,1495,0,3.5,6,15,3,11.0,258
24,1497,0,3.5,6,15,3,11.0,258
24,1498,0,5.0,8,17,3,12.6,289
24,1526,3,3.5,6,17,2,10.8,252
24,1528,6,3.5,6,21,3,7.9,185
25,524,0,2.7,6,15,2,12.0,281
25,524,0,3.0,6,15,2,12.3,288
25,524,0,3.7,6,15,2,12.2,287
25,1244,3,2.0,4,15,2,10.9,256
25,1245,3,2.0,4,15,2,10.8,254
25,1244,3,2.3,4,15,2,11.4,268
25,1247,6,3.5,6,15,2,13.7,321
25,1249,3,3.7,6,3,2,12.7,298
25,1251,3,2.7,6,15,2,12.1,284
25,1251,3,3.7,6,15,2,12.5,293
25,1252,0,2.0,4,15,2,9.8,230
25,1252,0,3.0,6,15,2,11.2,264
25,1253,0,2.0,4,15,2,10.2,239
25,1253,0,3.0,6,15,2,11.8,278
25,1254,0,2.0,4,19,2,5.9,139
25,1300,6,3.5,6,15,2,14.2,333
25,1302,6,3.5,6,15,2,14.5,339
26,950,0,3.0,6,17,3,12.4,286
26,952,0,3.0,6,17,3,12.4,293
26,953,0,3.0,6,17,3,12.6,295
26,998,0,4.7,8,15,3,15.1,355
26,999,0,4.7,8,15,3,15.2,358
26,1137,6,3.0,6,17,3,14.7,340
26,1138,6,3.0,6,17,3,14.7,346
26,1440,0,3.8,8,17,3,13.8,321
26,1441,0,3.0,6,17,3,13.1,300
26,1442,0,3.0,6,17,3,13.1,301
27,597,0,2.0,4,15,2,7.6,179
27,599,0,2.0,4,15,2,8.2,192
27,603,3,2.0,4,25,2,8.5,199
27,603,3,2.5,4,15,2,8.6,204
27,607,3,2.5,4,15,2,9.2,221
27,611,3,2.5,4,15,2,9.6,225
27,612,3,2.5,4,15,2,10.4,242
27,1222,0,2.0,4,15,2,7.5,176
27,1222,0,2.0,4,25,2,7.5,175
27,1223,0,2.0,4,25,2,7.5,175
27,1222,0,2.5,4,15,2,7.8,182
27,1224,0,2.5,4,15,2,7.6,176
27,1223,0,2.5,4,25,2,8.2,194
27,1225,0,2.0,4,15,2,7.5,174
27,1226,0,2.0,4,25,2,7.6,178
27,1225,0,2.5,4,15,2,7.8,183
27,1227,0,2.5,4,15,2,7.8,181
27,1226,0,2.5,4,25,2,8.4,198
27,1228,2,2.5,4,14,2,9.6,226
27,1228,2,2.5,4,25,2,9.8,230
27,1229,0,2.5,4,15,2,8.0,187
27,1231,0,2.5,4,15,2,7.9,186
27,1230,0,2.5,4,25,2,8.4,196
27,1268,5,2.0,4,15,3,8.0,187
27,1269,5,2.0,4,25,3,8.1,190
28,286,0,4.0,8,16,3,11.7,273
28,287,0,4.0,8,16,3,12.2,291
28,288,0,4.0,8,16,3,12.1,285
28,289,0,4.0,8,16,3,11.7,273
28,290,0,4.0,8,16,3,12.2,291
28,291,0,4.0,8,16,3,12.1,285
28,294,0,2.0,4,16,3,9.3,221
28,297,0,5.5,8,16,3,13.1,308
28,307,6,5.5,8,16,3,18.5,413
28,308,6,6.0,12,16,3,20.3,467
28,311,3,2.0,4,16,3,10.0,233
28,313,3,3.0,6,6,3,14.6,353
28,317,6,3.0,6,6,3,12.0,281
28,318,6,3.0,6,6,3,12.0,281
28,320,6,5.5,8,16,3,15.6,363
28,321,6,5.5,8,16,3,15.2,363
28,324,6,5.5,8,16,3,16.3,369
28,333,5,4.0,8,16,3,12.8,303
28,338,5,4.0,8,16,3,12.8,303
28,340,0,5.5,8,16,3,13.2,313
28,346,0,5.5,8,16,3,13.8,322
28,347,0,5.5,8,16,3,13.0,305
28,348,0,6.0,12,16,3,14.6,349
28,349,0,6.0,12,16,3,14.3,348
28,350,0,6.0,12,16,3,15.5,365
28,353,5,5.5,8,16,3,12.4,298
28,354,5,6.0,12,16,3,14.5,340
28,355,5,3.0,6,6,3,10.1,234
28,394,0,2.0,4,16,3,8.3,179
28,420,0,2.0,4,16,3,9.0,212
28,421,0,2.0,4,6,3,9.5,222
28,422,0,2.0,4,16,3,9.3,218
28,508,0,2.0,4,16,3,8.1,190
28,515,0,4.7,8,6,3,11.7,275
28,725,0,2.0,4,6,3,9.5,246
28,731,0,3.0,6,6,3,10.4,245
28,734,0,3.0,6,6,3,11.0,259
28,735,0,3.0,6,16,3,10.0,233
28,736,0,3.0,6,16,3,10.2,239
28,743,0,4.7,8,16,3,11.7,275
28,744,0,4.7,8,16,3,11.4,268
28,940,6,4.0,8,16,3,17.9,401
28,963,3,2.0,4,16,3,9.1,212
28,963,3,2.0,4,16,1,12.0,128
28,965,3,2.0,4,6,3,10.0,233
28,970,6,3.0,6,6,3,11.7,276
28,972,6,4.7,8,6,3,13.5,318
28,975,6,3.0,6,6,3,13.0,306
28,976,6,4.7,8,6,3,15.0,347
28,1219,0,6.0,12,16,3,15.0,359
28,1239,3,2.0,4,16,3,10.2,240
28,1240,3,2.0,4,16,3,10.5,248
28,1562,0,3.0,6,16,3,10.8,253
28,1567,0,4.7,8,6,3,12.0,280
28,1566,0,4.7,8,6,3,12.0,280
28,1564,0,4.7,8,6,3,11.8,276
28,1565,0,4.7,8,6,3,11.9,278
28,1573,0,6.0,12,16,3,14.5,350
28,1657,5,3.0,6,6,3,10.1,237
28,1658,5,4.7,8,6,3,11.7,275
28,1661,5,2.0,4,6,3,8.5,200
29,531,0,1.5,3,15,3,7.9,184
29,531,0,1.5,3,25,3,7.5,175
29,532,0,1.5,3,15,3,7.9,184
29,532,0,1.5,3,25,3,7.5,175
29,533,0,1.5,3,15,3,8.4,197
29,533,0,1.5,3,25,3,8.4,197
29,534,0,1.5,3,17,3,9.1,213
29,534,0,1.5,3,25,3,9.1,214
29,535,0,1.5,3,15,3,7.9,184
29,535,0,1.5,3,25,3,7.5,175
29,536,0,1.5,3,15,3,8.4,197
29,536,0,1.5,3,25,3,8.4,197
29,537,0,1.5,3,17,3,9.2,215
29,537,0,1.5,3,25,3,9.1,214
29,541,0,2.0,4,15,3,8.3,196
29,541,0,2.0,4,25,3,8.9,210
29,542,0,2.0,4,15,3,8.3,196
29,542,0,2.0,4,25,3,8.9,210
29,543,0,2.0,4,17,3,8.7,205
29,543,0,2.0,4,25,3,9.4,220
29,544,0,2.0,4,17,3,9.0,210
29,544,0,2.0,4,25,3,9.7,227
29,545,0,2.0,4,15,3,8.4,196
29,545,0,2.0,4,25,3,8.9,210
29,546,0,2.0,4,17,3,9.1,213
29,546,0,2.0,4,25,3,9.7,227
29,1092,0,2.0,4,15,3,8.3,196
29,1092,0,2.0,4,25,3,8.9,210
29,1094,0,2.0,4,17,3,9.0,210
29,1094,0,2.0,4,25,3,9.7,227
29,1095,0,2.0,4,15,3,8.4,196
29,1095,0,2.0,4,25,3,9.4,220
30,1128,0,2.0,4,21,2,7.9,183
30,1128,0,2.0,4,24,2,8.5,200
30,1128,0,2.4,4,21,2,8.9,206
30,1128,0,2.4,4,24,2,9.3,218
30,1129,0,2.4,4,21,2,9.2,212
30,1133,3,2.0,4,21,2,8.4,194
30,1133,3,2.0,4,24,2,8.7,205
30,1242,0,1.2,3,19,2,6.0,141
30,1242,0,1.2,3,24,2,6.5,150
30,1243,0,1.2,3,19,2,6.4,149
30,1243,0,1.2,3,24,2,6.6,155
30,1333,3,2.4,4,21,2,8.4,197
30,1334,3,2.4,4,21,2,9.0,211
30,1334,3,3.0,6,15,3,10.4,242
30,1524,3,2.0,4,21,2,8.8,204
30,1524,3,2.0,4,24,2,9.3,216
30,1525,3,2.0,4,21,2,9.2,213
31,82,5,3.7,6,16,3,11.1,261
31,82,5,3.7,6,25,3,11.5,269
31,84,5,3.7,6,16,3,11.5,270
31,84,5,3.7,6,25,3,11.8,278
31,277,0,2.5,4,19,2,7.5,176
31,277,0,3.5,6,22,2,9.1,214
31,279,0,2.5,4,22,2,7.8,183
31,357,6,5.6,8,16,2,15.4,362
31,920,2,2.5,4,2,2,12.2,286
31,920,2,2.5,4,24,2,11.4,268
31,920,2,4.0,6,2,2,12.9,304
31,921,2,4.0,6,2,2,13.8,326
31,921,2,4.0,6,25,2,13.5,317
31,1008,0,3.8,6,8,3,12.8,300
31,1103,3,1.6,4,22,3,8.0,189
31,1103,3,1.6,4,25,3,8.0,188
31,1104,3,1.6,4,22,3,8.4,199
31,1105,3,1.6,4,25,3,8.4,197
31,1106,3,1.6,4,23,3,8.9,209
31,1218,0,3.5,6,22,3,9.6,225
31,1241,0,1.6,4,1,2,7.9,186
31,1241,0,1.6,4,24,2,7.9,185
31,1263,0,3.5,6,22,2,9.8,230
31,1264,0,3.5,6,22,2,9.9,232
31,1311,3,2.0,4,19,2,9.4,220
31,1359,3,3.5,6,19,2,10.2,240
31,1360,3,3.5,6,19,2,10.7,250
31,1361,3,3.5,6,19,2,11.0,258
31,1438,3,2.0,4,19,2,8.1,191
31,1438,3,2.0,4,25,2,9.2,216
31,1439,3,2.0,4,19,2,8.4,197
31,1513,3,2.5,4,19,2,8.2,192
31,1514,3,2.5,4,19,2,8.6,203
31,1639,0,1.6,4,22,3,8.2,193
31,1639,0,1.6,4,25,3,8.3,195
31,1638,0,1.8,4,19,2,7.3,171
31,1638,0,1.8,4,25,2,8.0,187
31,1640,0,1.6,4,22,3,8.7,205
31,1640,0,1.6,4,25,3,8.7,204
31,1775,6,5.6,8,16,2,13.3,312
31,1776,6,5.6,8,16,2,13.4,315
31,1777,6,5.6,8,16,2,14.2,333
31,1880,0,1.6,4,19,2,7.0,164
31,1880,0,1.6,4,24,2,7.7,180
32,177,0,3.0,6,9,3,9.4,221
32,177,0,3.0,6,26,3,10.1,237
32,184,0,3.0,6,9,3,9.7,227
32,184,0,3.0,6,26,3,10.3,241
32,187,0,3.0,6,9,3,9.7,226
32,187,0,3.0,6,26,3,10.4,242
32,188,0,3.0,6,9,3,9.7,228
32,188,0,3.0,6,26,3,10.4,243
32,178,0,3.0,6,9,3,9.6,225
32,178,0,3.0,6,26,3,10.4,242
32,179,0,3.0,6,9,3,9.8,230
32,179,0,3.0,6,26,3,10.5,246
32,182,0,3.0,6,9,3,9.9,232
32,182,0,3.0,6,26,3,10.4,243
32,183,0,3.0,6,9,3,9.9,231
32,183,0,3.0,6,26,3,10.5,246
32,208,0,3.0,6,9,3,9.8,228
32,208,0,3.0,6,26,3,10.5,246
32,210,0,3.0,6,9,3,10.0,233
32,210,0,3.0,6,26,3,10.5,246
32,211,0,3.8,6,9,3,11.4,266
32,212,0,3.8,6,9,3,11.4,267
32,213,0,3.8,6,9,3,11.4,266
32,214,0,3.8,6,9,3,11.4,267
32,402,5,2.0,4,9,3,9.4,219
32,402,5,2.0,4,25,3,9.8,229
32,404,5,2.5,4,9,3,9.9,230
32,404,5,2.5,4,25,3,10.7,249
32,453,6,3.6,6,5,3,11.5,268
32,456,6,3.6,6,5,3,12.1,281
32,457,6,3.6,6,5,3,12.0,281
32,455,6,3.6,6,5,3,12.6,296
32,459,6,4.8,8,5,3,14.2,334
32,460,6,4.8,8,5,3,14.2,334
32,461,5,2.0,4,9,3,9.4,219
32,461,5,2.0,4,25,3,9.8,229
32,464,5,2.5,4,9,3,9.9,230
32,464,5,2.5,4,25,3,10.7,249
32,1210,3,2.0,4,4,3,10.6,248
32,1212,3,3.0,6,4,3,12.2,285
32,1211,3,3.0,6,4,3,12.3,287
32,1213,3,3.6,6,4,3,12.3,287
33,21,6,3.6,6,5,2,11.9,280
33,21,6,3.6,6,5,1,17.0,283
33,2,6,5.7,8,3,2,14.8,346
33,2,6,5.7,8,5,2,13.6,319
33,18,6,3.0,6,5,0,10.4,278
33,9,6,3.6,6,5,2,12.6,294
33,9,6,3.6,6,5,1,18.0,300
33,4,6,5.7,8,3,2,15.4,361
33,4,6,5.7,8,5,2,14.0,328
33,7,6,3.0,6,5,0,10.8,289
33,1376,3,2.4,4,6,2,9.9,232
34,704,0,6.6,12,17,3,16.7,390
34,954,0,6.6,12,17,3,16.7,390
34,955,0,6.6,12,17,3,16.7,390
34,1366,0,6.7,12,17,3,17.1,400
34,1369,0,6.7,12,17,3,17.1,400
34,1367,0,6.7,12,17,3,17.1,400
34,1368,0,6.7,12,17,3,17.1,401
34,1894,0,6.6,12,17,3,16.1,375
36,917,5,0.9,3,8,3,6.7,152
38,406,0,2.0,4,15,3,8.6,200
38,406,0,2.0,4,25,3,9.7,228
38,562,3,2.0,4,21,2,8.2,193
38,562,3,2.0,4,24,2,9.2,216
38,911,3,2.0,4,23,3,9.5,223
38,911,3,2.5,4,21,2,8.4,196
38,911,3,2.5,4,25,2,9.7,228
38,1063,0,2.0,4,22,2,7.5,174
38,1063,0,2.0,4,24,2,8.9,208
38,1064,3,2.0,4,22,2,7.5,176
38,1064,3,2.0,4,24,2,9.0,211
38,1136,0,2.5,4,21,2,8.3,194
38,1136,0,2.5,4,25,2,9.5,222
38,1136,0,3.6,6,21,2,10.3,241
38,1332,3,2.5,4,21,2,8.4,198
38,1332,3,2.5,4,25,2,9.8,229
38,1332,3,3.6,6,21,2,10.5,247
38,1902,0,2.0,4,23,3,11.2,255
38,1902,0,2.0,4,25,3,10.0,235
38,1902,0,2.5,4,25,3,12.2,285
39,119,6,4.0,6,14,2,13.3,310
39,120,6,4.0,6,14,2,13.3,310
39,176,0,2.0,4,15,3,8.7,204
39,176,0,2.0,4,25,3,9.9,232
39,363,0,3.5,6,15,2,9.7,226
39,444,0,2.5,4,15,2,8.6,199
39,444,0,3.5,6,15,2,9.6,224
39,445,0,2.5,4,19,2,5.9,137
39,446,0,2.5,4,19,2,6.0,141
39,551,0,1.8,4,19,2,7.5,174
39,551,0,1.8,4,22,2,7.5,178
39,551,0,1.8,4,25,2,7.5,176
39,552,0,1.8,4,19,2,6.9,163
39,553,0,1.8,4,19,2,7.2,168
39,555,0,1.8,4,22,2,7.5,176
39,555,0,1.8,4,25,2,7.9,185
39,1033,3,3.5,6,17,2,10.3,243
39,1034,6,3.5,6,17,2,10.6,251
39,1035,6,3.5,6,17,2,10.6,247
39,1036,6,3.5,6,17,2,10.4,242
39,1037,6,3.5,6,21,2,8.3,193
39,1373,0,1.8,4,19,2,4.5,105
39,1374,0,1.5,4,19,2,5.1,120
39,1375,0,1.8,4,19,2,5.8,135
39,1486,3,2.5,4,15,2,9.2,217
39,1491,3,2.5,4,15,2,9.0,210
39,1487,3,2.5,4,15,2,9.5,222
39,1493,3,2.5,4,15,2,9.7,226
39,1489,3,2.5,4,21,2,7.3,170
39,1641,6,5.7,8,15,2,16.5,380
39,1643,2,3.5,6,17,2,10.9,255
39,1644,2,3.5,6,17,2,11.7,274
39,1759,2,2.7,4,15,2,11.2,263
39,1759,2,3.5,6,15,2,11.4,268
39,1760,2,2.7,4,15,2,11.7,274
39,1760,2,2.7,4,24,2,11.9,279
39,1760,2,3.5,6,15,2,12.0,283
39,1760,2,3.5,6,25,2,12.8,301
39,1761,2,3.5,6,25,2,12.9,300
39,1817,6,4.6,8,15,2,14.2,334
39,1817,6,5.7,8,15,2,15.3,358
39,1818,6,4.6,8,15,2,14.9,349
39,1818,6,5.7,8,15,2,16.2,378
39,2017,0,1.5,4,15,2,6.6,155
39,2018,0,1.5,4,25,2,6.8,164
39,2019,0,1.5,4,1,2,7.4,173
39,2019,0,1.5,4,24,2,7.2,168
40,396,0,1.8,4,15,2,8.5,199
40,396,0,1.8,4,24,2,8.4,198
40,398,0,1.8,4,15,2,8.6,201
40,397,0,1.8,4,15,2,8.5,199
40,466,0,3.6,6,15,2,11.8,277
40,977,0,1.8,4,15,2,8.2,192
40,977,0,1.8,4,24,2,8.1,190
40,979,0,2.0,4,8,2,8.5,199
40,979,0,2.0,4,25,2,8.5,198
40,980,0,2.0,4,8,3,9.3,216
40,980,0,2.0,4,25,3,9.4,220
40,978,3,1.8,4,8,2,9.4,220
40,981,3,1.8,4,15,2,8.2,192
40,981,3,1.8,4,24,2,8.3,194
40,982,3,1.8,4,8,2,9.4,220
40,1086,0,1.4,4,15,2,7.4,175
40,1086,0,1.4,4,24,2,7.2,168
40,1086,0,1.8,4,8,2,8.2,193
40,1086,0,2.0,4,15,2,8.7,205
40,1086,0,2.0,4,25,2,8.9,208
40,1357,0,1.8,4,15,2,8.7,204
40,1357,0,3.6,6,8,2,10.4,242
40,1773,3,2.0,4,15,3,10.7,256
40,1774,3,2.0,4,15,3,11.1,263
40,1785,6,3.6,6,17,2,12.2,287
41,1600,0,2.0,4,17,2,8.4,198
41,1602,0,2.0,4,17,2,9.4,219
41,1596,0,2.0,4,17,2,8.4,198
41,1597,0,2.0,4,17,2,9.4,219
41,1605,0,2.0,4,17,3,9.5,221
41,1598,0,2.0,4,17,3,10.3,241
41,1594,0,2.0,4,17,2,9.4,220
41,1614,0,2.0,4,17,3,8.7,204
41,1616,0,2.0,4,17,3,9.4,219
41,1863,3,2.0,4,17,2,8.4,198
41,1864,3,2.0,4,17,2,9.4,219
41,1865,3,2.0,4,17,3,9.5,221
41,1861,3,2.0,4,17,3,10.3,241
41,1860,3,2.0,4,17,2,9.4,220
41,1870,0,2.0,4,17,3,8.7,204
41,1871,0,2.0,4,17,3,9.4,219
41,1869,0,2.0,4,17,3,9.4,221
41,1956,3,2.0,4,17,2,9.2,216
41,1957,3,2.0,4,17,2,10.0,233
41,1960,3,2.0,4,17,3,10.4,244
41,1967,6,2.0,4,17,3,10.0,232
41,1968,6,2.0,4,17,3,10.2,239
41,1969,6,2.0,4,17,3,10.6,249
0,1057,0,2.4,4,10,3,8.2,192
0,1236,3,3.5,6,18,3,11.0,259
0,1238,3,3.5,6,18,3,10.7,251
0,1234,3,3.0,6,9,3,9.0,210
0,1310,5,3.5,6,11,3,11.0,261
0,1499,3,3.5,6,15,3,10.7,250
0,1511,0,3.5,6,9,3,8.4,196
0,1780,0,2.4,4,10,3,8.7,205
0,1781,0,2.4,4,10,3,8.9,209
0,1782,0,3.5,6,18,3,9.8,228
0,1783,0,3.5,6,18,3,10.3,240
1,114,5,1.8,4,8,3,8.4,197
1,116,5,1.8,4,8,3,8.4,197
1,956,0,2.0,4,5,3,8.7,205
1,957,0,2.0,4,5,3,9.2,217
1,958,0,2.9,6,5,3,11.9,280
1,1694,3,2.0,4,5,3,9.6,226
1,1695,3,2.9,6,5,3,12.4,292
2,707,0,4.0,8,5,3,11.5,271
2,706,0,5.2,12,5,3,13.7,322
2,1485,0,6.0,12,5,3,14.1,332
2,1872,0,6.0,12,5,3,14.7,346
3,228,0,2.0,4,9,2,8.0,188
3,231,0,2.0,4,8,2,8.7,205
3,229,0,2.0,4,8,2,9.5,223
3,234,0,2.0,4,9,3,7.6,177
3,236,0,2.0,4,9,3,8.7,203
3,236,0,2.0,4,25,3,8.7,204
3,235,3,2.0,4,9,3,9.3,217
3,242,0,2.0,4,9,3,8.7,203
3,242,0,2.0,4,25,3,8.7,204
3,240,0,2.0,4,9,3,8.7,203
3,243,0,2.0,4,9,3,8.7,203
3,246,0,2.0,4,17,3,9.2,216
3,246,0,3.0,6,17,3,10.0,235
3,250,0,3.0,6,17,3,10.0,235
3,253,0,3.0,6,17,3,10.5,247
3,253,0,4.0,8,17,3,12.4,290
3,257,0,4.0,8,17,3,12.4,290
3,1406,0,2.0,4,15,3,10.1,236
3,1407,0,2.0,4,15,3,10.3,240
3,1409,3,2.0,4,16,3,9.6,226
3,1432,6,2.0,4,17,3,11.0,258
3,1432,6,3.0,6,17,3,11.1,260
3,1458,5,5.2,10,9,3,13.1,304
3,1460,5,5.2,10,9,3,14.5,338
3,1461,5,5.2,10,9,3,14.5,338
3,1517,0,2.5,5,9,3,10.5,248
3,1518,0,2.9,6,10,3,11.1,260
3,1522,0,4.0,8,17,3,13.7,318
3,1578,0,2.0,4,9,3,9.6,223
3,1580,0,3.0,6,10,3,9.9,232
3,1582,0,3.0,6,10,3,9.9,232
3,1583,0,3.0,6,10,3,10.2,239
3,1587,0,3.0,6,10,3,9.9,232
3,1589,0,4.0,8,9,3,12.8,298
3,1606,0,4.0,8,9,3,12.8,298
3,1608,0,4.0,8,17,3,13.4,313
3,1690,3,3.0,6,10,3,11.5,270
3,1804,0,2.0,4,8,2,9.1,209
