make,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,fuel_consumption_comb_mpg,co2_emissions
KIA,UDV,3.3,6,AS,X,13.2,9.3,11.4,25,270
KIA,SV,1.6,4,AS,X,9.4,7.8,8.7,32,205
KIA,SV,1.6,4,M,X,9.7,7.8,8.8,32,208
KIA,SV,2.0,4,AS,X,9.5,7.8,8.7,32,206
KIA,SV,1.6,4,AM,X,9.1,7.7,8.5,33,199
KIA,UDV,2.4,4,AS,X,10.4,8.0,9.3,30,220
KIA,UDV,2.0,4,AS,X,11.9,10.2,11.1,25,263
KIA,UDV,2.4,4,AS,X,11.3,9.5,10.5,27,247
LAMBORGHINI,UDV,6.5,12,AM,Z,22.2,12.7,17.9,16,428
LAMBORGHINI,UDV,6.5,12,AM,Z,23.9,14.5,19.7,14,461
LAMBORGHINI,UDV,6.5,12,AM,Z,23.0,13.5,18.7,15,438
LAMBORGHINI,UDV,6.5,12,AM,Z,23.9,14.5,19.7,14,461
LAMBORGHINI,UDV,5.2,10,AM,Z,16.4,11.4,14.2,20,331
LAMBORGHINI,UDV,5.2,10,AM,Z,16.9,11.8,14.6,19,340
LAND ROVER,UDV,2.0,4,AS,Z,12.0,9.2,10.7,26,252
LAND ROVER,UDV,2.0,4,AS,Z,11.3,8.0,9.8,29,231
LAND ROVER,UDV,2.0,4,AS,Z,12.0,8.5,10.4,27,243
LEXUS,UDV,1.8,4,AV,X,5.5,5.9,5.7,50,132
LEXUS,SDV,2.5,4,AV,X,5.8,6.1,5.9,48,139
LEXUS,SDV,3.5,6,AS,X,11.4,7.7,9.7,29,226
LEXUS,SDV,3.5,6,AS,Z,12.4,9.2,11.0,26,257
LEXUS,SDV,3.5,6,AV,Z,8.0,6.9,7.5,38,176
LEXUS,UDV,5.0,8,AS,Z,14.9,9.7,12.5,23,293
LEXUS,SDV,4.6,8,AS,Z,16.0,12.9,14.6,19,341
LEXUS,UDV,2.0,4,AS,Z,10.6,7.3,9.1,31,214
LEXUS,UDV,3.5,6,AS,Z,12.6,9.2,11.0,26,258
LEXUS,UDV,3.5,6,AS,Z,12.6,9.2,11.0,26,258
LEXUS,SDV,4.6,8,AS,Z,15.1,10.3,12.9,22,303
LEXUS,SDV,4.6,8,AS,Z,15.1,10.3,12.9,22,303
LEXUS,SDV,5.7,8,AS,Z,18.2,13.0,15.8,18,372
LEXUS,UDV,2.0,4,AS,Z,10.7,8.5,9.7,29,226
LEXUS,UDV,2.0,4,AS,Z,10.8,8.9,9.9,29,232
LEXUS,UDV,2.5,4,AV,X,7.2,7.9,7.5,38,176
LEXUS,UDV,3.5,6,AS,Z,12.6,9.2,11.0,26,258
LEXUS,UDV,3.5,6,AS,Z,12.6,9.2,11.0,26,258
LEXUS,UDV,5.0,8,AS,Z,15.2,9.5,12.6,22,289
LEXUS,UDV,3.5,6,AS,X,12.2,9.0,10.8,26,252
LEXUS,SDV,3.5,6,AV,Z,7.5,8.4,7.9,36,185
LINCOLN,SDV,2.7,6,AS,X,14.0,9.5,12.0,24,281
LINCOLN,SDV,3.0,6,AS,X,14.4,9.7,12.3,23,288
LINCOLN,SDV,3.7,6,AS,X,14.3,9.7,12.2,23,287
LINCOLN,UDV,2.0,4,AS,X,12.3,9.3,10.9,26,256
LINCOLN,UDV,2.0,4,AS,X,12.1,9.3,10.8,26,254
LINCOLN,UDV,2.3,4,AS,X,13.1,9.4,11.4,25,268
LINCOLN,SDV,3.5,6,AS,X,15.7,11.2,13.7,21,321
LINCOLN,SV,3.7,6,A,X,14.7,10.2,12.7,22,298
LINCOLN,UDV,2.7,6,AS,X,14.1,9.8,12.1,23,284
LINCOLN,UDV,3.7,6,AS,X,14.4,10.3,12.5,23,293
LINCOLN,SDV,2.0,4,AS,X,11.2,7.6,9.8,29,230
LINCOLN,SDV,3.0,6,AS,X,13.4,8.7,11.2,25,264
LINCOLN,SDV,2.0,4,AS,X,11.8,8.4,10.2,28,239
LINCOLN,SDV,3.0,6,AS,X,14.0,9.2,11.8,24,278
LINCOLN,SDV,2.0,4,AV,X,5.7,6.2,5.9,48,139
LINCOLN,SDV,3.5,6,AS,X,15.9,12.0,14.2,20,333
LINCOLN,SDV,3.5,6,AS,X,16.1,12.4,14.5,19,339
MASERATI,SDV,3.0,6,AS,Z,14.1,9.8,12.4,23,286
MASERATI,SDV,3.0,6,AS,Z,14.7,10.0,12.4,23,293
MASERATI,SDV,3.0,6,AS,Z,14.7,9.9,12.6,22,295
MASERATI,UDV,4.7,8,AS,Z,18.2,11.4,15.1,19,355
MASERATI,UDV,4.7,8,AS,Z,18.2,11.6,15.2,19,358
MASERATI,SDV,3.0,6,AS,Z,16.8,11.9,14.7,19,340
MASERATI,SDV,3.0,6,AS,Z,16.8,12.4,14.7,19,346
MASERATI,SDV,3.8,8,AS,Z,16.1,10.8,13.8,20,321
MASERATI,SDV,3.0,6,AS,Z,14.9,10.3,13.1,22,300
MASERATI,SDV,3.0,6,AS,Z,15.0,10.3,13.1,22,301
MAZDA,UDV,2.0,4,AS,X,8.2,6.9,7.6,37,179
MAZDA,UDV,2.0,4,AS,X,8.8,7.5,8.2,34,192
MAZDA,UDV,2.0,4,M,X,9.4,7.4,8.5,33,199
MAZDA,UDV,2.5,4,AS,X,9.8,7.7,8.6,33,204
MAZDA,UDV,2.5,4,AS,X,10.2,8.3,9.2,31,221
MAZDA,UDV,2.5,4,AS,X,10.6,8.4,9.6,29,225
MAZDA,UDV,2.5,4,AS,X,11.5,8.9,10.4,27,242
MAZDA,UDV,2.0,4,AS,X,8.4,6.4,7.5,38,176
MAZDA,UDV,2.0,4,M,X,8.5,6.2,7.5,38,175
MAZDA,UDV,2.0,4,M,X,8.5,6.2,7.5,38,175
MAZDA,UDV,2.5,4,AS,X,8.8,6.6,7.8,36,182
MAZDA,UDV,2.5,4,AS,X,8.5,6.4,7.6,37,176
MAZDA,UDV,2.5,4,M,X,9.3,6.9,8.2,34,194
MAZDA,SDV,2.0,4,AS,X,8.4,6.4,7.5,38,174
MAZDA,SDV,2.0,4,M,X,8.6,6.4,7.6,37,178
MAZDA,SDV,2.5,4,AS,X,9.0,6.7,7.8,36,183
MAZDA,SDV,2.5,4,AS,X,8.7,6.6,7.8,36,181
MAZDA,SDV,2.5,4,M,X,9.6,7.0,8.4,34,198
MAZDA,CDV,2.5,4,AS,X,10.8,8.2,9.6,29,226
MAZDA,CDV,2.5,4,M,X,11.1,8.3,9.8,29,230
MAZDA,SDV,2.5,4,AS,X,9.1,6.7,8.0,35,187
MAZDA,SDV,2.5,4,AS,X,8.9,6.7,7.9,36,186
MAZDA,SDV,2.5,4,M,X,9.8,6.9,8.4,34,196
MAZDA,UDV,2.0,4,AS,Z,9.0,6.7,8.0,35,187
MAZDA,UDV,2.0,4,M,Z,8.9,7.1,8.1,35,190
MERCEDES-BENZ,UDV,4.0,8,AS,Z,13.4,9.6,11.7,24,273
MERCEDES-BENZ,UDV,4.0,8,AS,Z,14.0,10.1,12.2,23,291
MERCEDES-BENZ,UDV,4.0,8,AS,Z,13.8,10.1,12.1,23,285
MERCEDES-BENZ,UDV,4.0,8,AS,Z,13.4,9.6,11.7,24,273
MERCEDES-BENZ,UDV,4.0,8,AS,Z,14.0,10.1,12.2,23,291
MERCEDES-BENZ,UDV,4.0,8,AS,Z,13.8,10.1,12.1,23,285
MERCEDES-BENZ,UDV,2.0,4,AS,Z,10.7,7.6,9.3,30,221
MERCEDES-BENZ,UDV,5.5,8,AS,Z,15.1,10.8,13.1,22,308
MERCEDES-BENZ,SDV,5.5,8,AS,Z,20.0,16.6,18.5,15,413
MERCEDES-BENZ,SDV,6.0,12,AS,Z,22.2,18.0,20.3,14,467
MERCEDES-BENZ,UDV,2.0,4,AS,Z,11.3,8.5,10.0,28,233
MERCEDES-BENZ,UDV,3.0,6,A,Z,17.4,11.1,14.6,19,353
MERCEDES-BENZ,SDV,3.0,6,A,Z,13.6,10.1,12.0,24,281
MERCEDES-BENZ,SDV,3.0,6,A,Z,13.6,10.2,12.0,24,281
MERCEDES-BENZ,SDV,5.5,8,AS,Z,17.3,13.5,15.6,18,363
MERCEDES-BENZ,SDV,5.5,8,AS,Z,17.2,12.8,15.2,19,363
MERCEDES-BENZ,SDV,5.5,8,AS,Z,18.2,14.0,16.3,17,369
MERCEDES-BENZ,UDV,4.0,8,AS,Z,14.5,10.8,12.8,22,303
MERCEDES-BENZ,UDV,4.0,8,AS,Z,14.5,10.8,12.8,22,303
MERCEDES-BENZ,SDV,5.5,8,AS,Z,15.7,10.1,13.2,21,313
MERCEDES-BENZ,UDV,5.5,8,AS,Z,16.4,10.6,13.8,20,322
MERCEDES-BENZ,UDV,5.5,8,AS,Z,15.3,10.2,13.0,22,305
MERCEDES-BENZ,SDV,6.0,12,AS,Z,17.6,10.9,14.6,19,349
MERCEDES-BENZ,UDV,6.0,12,AS,Z,17.1,11.0,14.3,20,348
MERCEDES-BENZ,UDV,6.0,12,AS,Z,18.7,11.6,15.5,18,365
MERCEDES-BENZ,UDV,5.5,8,AS,Z,14.7,9.5,12.4,23,298
MERCEDES-BENZ,UDV,6.0,12,AS,Z,17.6,10.8,14.5,19,340
MERCEDES-BENZ,UDV,3.0,6,A,Z,11.6,8.2,10.1,28,234
MERCEDES-BENZ,SDV,2.0,4,AS,Z,9.7,6.6,8.3,34,179
MERCEDES-BENZ,UDV,2.0,4,AS,Z,10.1,7.8,9.0,31,212
MERCEDES-BENZ,UDV,2.0,4,A,Z,10.8,8.0,9.5,30,222
MERCEDES-BENZ,UDV,2.0,4,AS,Z,10.4,8.0,9.3,30,218
MERCEDES-BENZ,UDV,2.0,4,AS,Z,9.6,6.4,8.1,35,190
MERCEDES-BENZ,UDV,4.7,8,A,Z,13.6,9.4,11.7,24,275
MERCEDES-BENZ,SDV,2.0,4,A,Z,10.8,8.1,9.5,30,246
MERCEDES-BENZ,SDV,3.0,6,A,Z,11.8,8.6,10.4,27,245
MERCEDES-BENZ,SV,3.0,6,A,Z,12.4,9.3,11.0,26,259
MERCEDES-BENZ,UDV,3.0,6,AS,Z,11.5,8.1,10.0,28,233
MERCEDES-BENZ,UDV,3.0,6,AS,Z,11.8,8.4,10.2,28,239
MERCEDES-BENZ,UDV,4.7,8,AS,Z,13.7,9.2,11.7,24,275
MERCEDES-BENZ,UDV,4.7,8,AS,Z,13.4,8.9,11.4,25,268
MERCEDES-BENZ,SDV,4.0,8,AS,Z,19.0,16.6,17.9,16,401
MERCEDES-BENZ,UDV,2.0,4,AS,Z,10.3,7.6,9.1,31,212
MERCEDES-BENZ,UDV,2.0,4,AS,E,13.6,10.0,12.0,24,128
MERCEDES-BENZ,UDV,2.0,4,A,Z,11.1,8.5,10.0,28,233
MERCEDES-BENZ,SDV,3.0,6,A,Z,13.1,10.1,11.7,24,276
MERCEDES-BENZ,SDV,4.7,8,A,Z,15.3,11.3,13.5,21,318
MERCEDES-BENZ,SDV,3.0,6,A,Z,14.4,11.4,13.0,22,306
MERCEDES-BENZ,SDV,4.7,8,A,Z,16.7,12.9,15.0,19,347
MERCEDES-BENZ,SDV,6.0,12,AS,Z,18.2,11.0,15.0,19,359
MERCEDES-BENZ,SV,2.0,4,AS,Z,11.1,9.1,10.2,28,240
MERCEDES-BENZ,SV,2.0,4,AS,Z,11.5,9.3,10.5,27,248
MERCEDES-BENZ,SDV,3.0,6,AS,Z,12.6,8.6,10.8,26,253
MERCEDES-BENZ,SDV,4.7,8,A,Z,14.3,9.2,12.0,24,280
MERCEDES-BENZ,SDV,4.7,8,A,Z,14.3,9.2,12.0,24,280
MERCEDES-BENZ,UDV,4.7,8,A,Z,13.9,9.3,11.8,24,276
MERCEDES-BENZ,UDV,4.7,8,A,Z,14.1,9.3,11.9,24,278
MERCEDES-BENZ,SDV,6.0,12,AS,Z,17.5,10.8,14.5,19,350
MERCEDES-BENZ,UDV,3.0,6,A,Z,11.5,8.4,10.1,28,237
MERCEDES-BENZ,UDV,4.7,8,A,Z,13.6,9.5,11.7,24,275
MERCEDES-BENZ,UDV,2.0,4,A,Z,9.5,7.2,8.5,33,200
MINI,UDV,1.5,3,AS,Z,8.8,6.8,7.9,36,184
MINI,UDV,1.5,3,M,Z,8.5,6.2,7.5,38,175
MINI,UDV,1.5,3,AS,Z,8.8,6.8,7.9,36,184
MINI,UDV,1.5,3,M,Z,8.5,6.3,7.5,38,175
MINI,SDV,1.5,3,AS,Z,9.5,7.2,8.4,34,197
MINI,SDV,1.5,3,M,Z,9.6,7.0,8.4,34,197
MINI,SDV,1.5,3,AS,Z,10.2,7.8,9.1,31,213
MINI,SDV,1.5,3,M,Z,10.6,7.4,9.1,31,214
MINI,UDV,1.5,3,AS,Z,8.8,6.8,7.9,36,184
MINI,UDV,1.5,3,M,Z,8.5,6.3,7.5,38,175
MINI,SDV,1.5,3,AS,Z,9.5,7.2,8.4,34,197
MINI,SDV,1.5,3,M,Z,9.6,7.0,8.4,34,197
MINI,SDV,1.5,3,AS,Z,10.3,7.9,9.2,31,215
MINI,SDV,1.5,3,M,Z,10.6,7.4,9.1,31,214
MINI,UDV,2.0,4,AS,Z,9.3,7.2,8.3,34,196
MINI,UDV,2.0,4,M,Z,10.2,7.3,8.9,32,210
MINI,UDV,2.0,4,AS,Z,9.3,7.2,8.3,34,196
MINI,UDV,2.0,4,M,Z,10.2,7.3,8.9,32,210
MINI,SDV,2.0,4,AS,Z,10.0,7.2,8.7,32,205
MINI,SDV,2.0,4,M,Z,10.8,7.7,9.4,30,220
MINI,SDV,2.0,4,AS,Z,10.2,7.4,9.0,31,210
MINI,SDV,2.0,4,M,Z,11.4,7.8,9.7,29,227
MINI,UDV,2.0,4,AS,Z,9.4,7.2,8.4,34,196
MINI,UDV,2.0,4,M,Z,10.2,7.3,8.9,32,210
MINI,SDV,2.0,4,AS,Z,10.5,7.4,9.1,31,213
MINI,SDV,2.0,4,M,Z,11.3,7.7,9.7,29,227
MINI,UDV,2.0,4,AS,Z,9.3,7.2,8.3,34,196
MINI,UDV,2.0,4,M,Z,10.2,7.3,8.9,32,210
MINI,SDV,2.0,4,AS,Z,10.2,7.4,9.0,31,210
MINI,SDV,2.0,4,M,Z,11.4,7.8,9.7,29,227
MINI,UDV,2.0,4,AS,Z,9.4,7.2,8.4,34,196
MINI,UDV,2.0,4,M,Z,10.8,7.7,9.4,30,220
MITSUBISHI,UDV,2.0,4,AV,X,8.7,6.9,7.9,36,183
MITSUBISHI,UDV,2.0,4,M,X,9.7,7.1,8.5,33,200
MITSUBISHI,UDV,2.4,4,AV,X,9.9,7.7,8.9,32,206
MITSUBISHI,UDV,2.4,4,M,X,10.5,7.8,9.3,30,218
MITSUBISHI,UDV,2.4,4,AV,X,10.2,7.9,9.2,31,212
MITSUBISHI,SV,2.0,4,AV,X,9.3,7.2,8.4,34,194
MITSUBISHI,SV,2.0,4,M,X,9.9,7.3,8.7,32,205
MITSUBISHI,UDV,1.2,3,AV,X,6.4,5.5,6.0,47,141
MITSUBISHI,UDV,1.2,3,M,X,7.1,5.8,6.5,43,150
MITSUBISHI,UDV,1.2,3,AV,X,6.9,5.7,6.4,44,149
MITSUBISHI,UDV,1.2,3,M,X,7.2,5.9,6.6,43,155
MITSUBISHI,UDV,2.4,4,AV,X,9.2,7.5,8.4,34,197
MITSUBISHI,UDV,2.4,4,AV,X,9.8,8.1,9.0,31,211
MITSUBISHI,UDV,3.0,6,AS,Z,11.9,8.5,10.4,27,242
MITSUBISHI,UDV,2.0,4,AV,X,9.7,7.8,8.8,32,204
MITSUBISHI,UDV,2.0,4,M,X,10.3,8.2,9.3,30,216
MITSUBISHI,UDV,2.0,4,AV,X,10.1,8.2,9.2,31,213
NISSAN,UDV,3.7,6,AS,Z,12.6,9.3,11.1,25,261
NISSAN,UDV,3.7,6,M,Z,13.3,9.3,11.5,25,269
NISSAN,UDV,3.7,6,AS,Z,13.0,9.7,11.5,25,270
NISSAN,UDV,3.7,6,M,Z,13.6,9.7,11.8,24,278
NISSAN,SDV,2.5,4,AV,X,8.8,6.0,7.5,38,176
NISSAN,SDV,3.5,6,AV,X,10.6,7.3,9.1,31,214
NISSAN,SDV,2.5,4,AV,X,8.8,6.5,7.8,36,183
NISSAN,SDV,5.6,8,AS,X,17.5,12.9,15.4,18,362
NISSAN,DT,2.5,4,A,X,13.5,10.5,12.2,23,286
NISSAN,DT,2.5,4,M,X,12.2,10.4,11.4,25,268
NISSAN,DT,4.0,6,A,X,14.8,10.6,12.9,22,304
NISSAN,DT,4.0,6,A,X,15.8,11.5,13.8,20,326
NISSAN,DT,4.0,6,M,X,15.1,11.5,13.5,21,317
NISSAN,UDV,3.8,6,AM,Z,14.5,10.7,12.8,22,300
NISSAN,SV,1.6,4,AV,Z,8.5,7.5,8.0,35,189
NISSAN,SV,1.6,4,M,Z,8.6,7.2,8.0,35,188
NISSAN,SV,1.6,4,AV,Z,9.0,7.8,8.4,34,199
NISSAN,SV,1.6,4,M,Z,9.0,7.6,8.4,34,197
NISSAN,SV,1.6,4,AV,Z,9.5,8.3,8.9,32,209
NISSAN,SDV,3.5,6,AV,Z,11.1,7.8,9.6,29,225
NISSAN,UDV,1.6,4,A,X,8.9,6.8,7.9,36,186
NISSAN,UDV,1.6,4,M,X,8.7,6.8,7.9,36,185
NISSAN,SV,3.5,6,AV,X,11.0,8.3,9.8,29,230
NISSAN,SV,3.5,6,AV,X,11.2,8.4,9.9,29,232
NISSAN,SV,2.0,4,AV,X,9.8,9.0,9.4,30,220
NISSAN,UDV,3.5,6,AV,X,11.6,8.5,10.2,28,240
NISSAN,UDV,3.5,6,AV,X,12.1,8.9,10.7,26,250
NISSAN,UDV,3.5,6,AV,X,12.4,9.2,11.0,26,258
NISSAN,SV,2.0,4,AV,X,8.8,7.3,8.1,35,191
NISSAN,SV,2.0,4,M,X,10.0,8.1,9.2,31,216
NISSAN,SV,2.0,4,AV,X,9.1,7.5,8.4,34,197
NISSAN,UDV,2.5,4,AV,X,9.2,7.0,8.2,34,192
NISSAN,UDV,2.5,4,AV,X,9.6,7.4,8.6,33,203
NISSAN,SDV,1.6,4,AV,Z,8.9,7.3,8.2,34,193
NISSAN,SDV,1.6,4,M,Z,9.1,7.3,8.3,34,195
NISSAN,SDV,1.8,4,AV,X,8.1,6.3,7.3,39,171
NISSAN,SDV,1.8,4,M,X,9.0,6.8,8.0,35,187
NISSAN,SDV,1.6,4,AV,Z,9.4,7.8,8.7,32,205
NISSAN,SDV,1.6,4,M,Z,9.5,7.6,8.7,32,204
NISSAN,DT,5.6,8,AS,X,15.0,11.2,13.3,21,312
NISSAN,DT,5.6,8,AS,X,15.2,11.1,13.4,21,315
NISSAN,DT,5.6,8,AS,X,16.0,12.0,14.2,20,333
NISSAN,SDV,1.6,4,AV,X,7.6,6.2,7.0,40,164
NISSAN,SDV,1.6,4,M,X,8.6,6.6,7.7,37,180
PORSCHE,UDV,3.0,6,AM,Z,10.6,8.0,9.4,30,221
PORSCHE,UDV,3.0,6,M,Z,11.8,8.1,10.1,28,237
PORSCHE,UDV,3.0,6,AM,Z,10.8,8.3,9.7,29,227
PORSCHE,UDV,3.0,6,M,Z,12.0,8.2,10.3,27,241
PORSCHE,UDV,3.0,6,AM,Z,10.8,8.3,9.7,29,226
PORSCHE,UDV,3.0,6,M,Z,12.1,8.3,10.4,27,242
PORSCHE,UDV,3.0,6,AM,Z,10.8,8.4,9.7,29,228
PORSCHE,UDV,3.0,6,M,Z,12.1,8.3,10.4,27,243
PORSCHE,UDV,3.0,6,AM,Z,10.7,8.3,9.6,29,225
PORSCHE,UDV,3.0,6,M,Z,12.1,8.3,10.4,27,242
PORSCHE,UDV,3.0,6,AM,Z,11.0,8.4,9.8,29,230
PORSCHE,UDV,3.0,6,M,Z,12.2,8.5,10.5,27,246
PORSCHE,UDV,3.0,6,AM,Z,11.0,8.5,9.9,29,232
PORSCHE,UDV,3.0,6,M,Z,12.1,8.4,10.4,27,243
PORSCHE,UDV,3.0,6,AM,Z,10.9,8.5,9.9,29,231
PORSCHE,UDV,3.0,6,M,Z,12.2,8.5,10.5,27,246
PORSCHE,UDV,3.0,6,AM,Z,10.9,8.4,9.8,29,228
PORSCHE,UDV,3.0,6,M,Z,12.2,8.5,10.5,27,246
PORSCHE,UDV,3.0,6,AM,Z,11.1,8.6,10.0,28,233
PORSCHE,UDV,3.0,6,M,Z,12.2,8.5,10.5,27,246
PORSCHE,UDV,3.8,6,AM,Z,12.6,9.9,11.4,25,266
PORSCHE,UDV,3.8,6,AM,Z,12.6,9.9,11.4,25,267
PORSCHE,UDV,3.8,6,AM,Z,12.6,9.9,11.4,25,266
PORSCHE,UDV,3.8,6,AM,Z,12.6,9.9,11.4,25,267
PORSCHE,UDV,2.0,4,AM,Z,10.5,8.0,9.4,30,219
PORSCHE,UDV,2.0,4,M,Z,11.0,8.3,9.8,29,229
PORSCHE,UDV,2.5,4,AM,Z,11.0,8.4,9.9,29,230
PORSCHE,UDV,2.5,4,M,Z,12.1,9.0,10.7,26,249
PORSCHE,SDV,3.6,6,A,Z,12.9,9.7,11.5,25,268
PORSCHE,SDV,3.6,6,A,Z,13.6,10.2,12.1,23,281
PORSCHE,SDV,3.6,6,A,Z,13.9,9.6,12.0,24,281
PORSCHE,SDV,3.6,6,A,Z,14.5,10.4,12.6,22,296
PORSCHE,SDV,4.8,8,A,Z,16.7,11.2,14.2,20,334
PORSCHE,SDV,4.8,8,A,Z,16.7,11.2,14.2,20,334
PORSCHE,UDV,2.0,4,AM,Z,10.5,8.0,9.4,30,219
PORSCHE,UDV,2.0,4,M,Z,11.0,8.3,9.8,29,229
PORSCHE,UDV,2.5,4,AM,Z,11.0,8.4,9.9,29,230
PORSCHE,UDV,2.5,4,M,Z,12.1,9.0,10.7,26,249
PORSCHE,UDV,2.0,4,A,Z,11.6,9.3,10.6,27,248
PORSCHE,UDV,3.0,6,A,Z,13.7,10.3,12.2,23,285
PORSCHE,UDV,3.0,6,A,Z,13.8,10.3,12.3,23,287
PORSCHE,UDV,3.6,6,A,Z,14.2,10.1,12.3,23,287
RAM,DT,3.6,6,A,X,13.9,9.6,11.9,24,280
RAM,DT,3.6,6,A,E,19.7,13.8,17.0,17,283
RAM,DT,5.7,8,A,X,17.0,12.0,14.8,19,346
RAM,DT,5.7,8,A,X,15.7,11.0,13.6,21,319
RAM,DT,3.0,6,A,D,11.8,8.6,10.4,27,278
RAM,DT,3.6,6,A,X,14.5,10.2,12.6,22,294
RAM,DT,3.6,6,A,E,20.7,14.7,18.0,16,300
RAM,DT,5.7,8,A,X,17.5,12.7,15.4,18,361
RAM,DT,5.7,8,A,X,16.1,11.5,14.0,20,328
RAM,DT,3.0,6,A,D,12.3,8.8,10.8,26,289
RAM,SV,2.4,4,A,X,11.2,8.3,9.9,29,232
ROLLS-ROYCE,UDV,6.6,12,AS,Z,20.0,12.6,16.7,17,390
ROLLS-ROYCE,SDV,6.6,12,AS,Z,20.0,12.6,16.7,17,390
ROLLS-ROYCE,SDV,6.6,12,AS,Z,20.0,12.6,16.7,17,390
ROLLS-ROYCE,SDV,6.7,12,AS,Z,20.7,12.7,17.1,17,400
ROLLS-ROYCE,SDV,6.7,12,AS,Z,20.7,12.7,17.1,17,400
ROLLS-ROYCE,UDV,6.7,12,AS,Z,20.7,12.7,17.1,17,400
ROLLS-ROYCE,UDV,6.7,12,AS,Z,20.6,12.8,17.1,17,401
ROLLS-ROYCE,SDV,6.6,12,AS,Z,19.0,12.5,16.1,18,375
SMART,UDV,0.9,3,AM,Z,7.0,6.3,6.7,42,152
SUBARU,UDV,2.0,4,AS,Z,9.7,7.2,8.6,33,200
SUBARU,UDV,2.0,4,M,Z,11.1,8.0,9.7,29,228
SUBARU,UDV,2.0,4,AV,X,9.1,7.2,8.2,34,193
SUBARU,UDV,2.0,4,M,X,10.3,7.8,9.2,31,216
SUBARU,UDV,2.0,4,AV,Z,10.2,8.6,9.5,30,223
SUBARU,UDV,2.5,4,AV,X,9.2,7.4,8.4,34,196
SUBARU,UDV,2.5,4,M,X,10.9,8.3,9.7,29,228
SUBARU,SDV,2.0,4,AV,X,8.3,6.4,7.5,38,174
SUBARU,SDV,2.0,4,M,X,10.0,7.5,8.9,32,208
SUBARU,SV,2.0,4,AV,X,8.4,6.5,7.5,38,176
SUBARU,SV,2.0,4,M,X,10.1,7.7,9.0,31,211
SUBARU,SDV,2.5,4,AV,X,9.3,7.0,8.3,34,194
SUBARU,SDV,2.5,4,M,X,10.7,7.9,9.5,30,222
SUBARU,SDV,3.6,6,AV,X,11.9,8.3,10.3,27,241
SUBARU,UDV,2.5,4,AV,X,9.4,7.3,8.4,34,198
SUBARU,UDV,2.5,4,M,X,11.0,8.3,9.8,29,229
SUBARU,UDV,3.6,6,AV,X,12.0,8.7,10.5,27,247
SUBARU,UDV,2.0,4,AV,Z,12.5,9.6,11.2,25,255
SUBARU,UDV,2.0,4,M,Z,11.3,8.5,10.0,28,235
SUBARU,UDV,2.5,4,M,Z,13.8,10.2,12.2,23,285
TOYOTA,SDV,4.0,6,AS,X,14.3,12.0,13.3,21,310
TOYOTA,SDV,4.0,6,AS,X,14.3,12.0,13.3,21,310
TOYOTA,UDV,2.0,4,AS,Z,9.9,7.3,8.7,32,204
TOYOTA,UDV,2.0,4,M,Z,11.3,8.3,9.9,29,232
TOYOTA,SDV,3.5,6,AS,X,11.4,7.7,9.7,29,226
TOYOTA,SDV,2.5,4,AS,X,9.8,7.1,8.6,33,199
TOYOTA,SDV,3.5,6,AS,X,11.0,7.8,9.6,29,224
TOYOTA,SDV,2.5,4,AV,X,5.6,6.2,5.9,48,137
TOYOTA,SDV,2.5,4,AV,X,5.8,6.3,6.0,47,141
TOYOTA,SDV,1.8,4,AV,X,8.3,6.5,7.5,38,174
TOYOTA,SDV,1.8,4,AV,X,8.3,6.7,7.5,38,178
TOYOTA,SDV,1.8,4,M,X,8.4,6.5,7.5,38,176
TOYOTA,SDV,1.8,4,AV,X,7.8,5.9,6.9,41,163
TOYOTA,SDV,1.8,4,AV,X,8.0,6.3,7.2,39,168
TOYOTA,SDV,1.8,4,AV,X,8.3,6.5,7.5,38,176
TOYOTA,SDV,1.8,4,M,X,8.8,6.8,7.9,36,185
TOYOTA,UDV,3.5,6,AS,X,11.8,8.7,10.3,27,243
TOYOTA,SDV,3.5,6,AS,X,12.1,9.0,10.6,27,251
TOYOTA,SDV,3.5,6,AS,X,12.0,8.9,10.6,27,247
TOYOTA,SDV,3.5,6,AS,X,11.7,8.8,10.4,27,242
TOYOTA,SDV,3.5,6,AV,X,8.1,8.5,8.3,34,193
TOYOTA,SDV,1.8,4,AV,X,4.4,4.6,4.5,63,105
TOYOTA,UDV,1.5,4,AV,X,4.9,5.5,5.1,55,120
TOYOTA,SV,1.8,4,AV,X,5.5,6.0,5.8,49,135
TOYOTA,UDV,2.5,4,AS,X,10.3,8.0,9.2,31,217
TOYOTA,UDV,2.5,4,AS,X,10.0,7.8,9.0,31,210
TOYOTA,UDV,2.5,4,AS,X,10.5,8.3,9.5,30,222
TOYOTA,UDV,2.5,4,AS,X,10.7,8.4,9.7,29,226
TOYOTA,UDV,2.5,4,AV,X,6.9,7.8,7.3,39,170
TOYOTA,SDV,5.7,8,AS,X,18.7,13.8,16.5,17,380
TOYOTA,CDV,3.5,6,AS,X,12.5,8.9,10.9,26,255
TOYOTA,CDV,3.5,6,AS,X,13.4,9.6,11.7,24,274
TOYOTA,DT,2.7,4,AS,X,12.1,10.1,11.2,25,263
TOYOTA,DT,3.5,6,AS,X,12.6,10.0,11.4,25,268
TOYOTA,DT,2.7,4,AS,X,12.7,10.6,11.7,24,274
