engine_size,cylinders,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,fuel_consumption_comb_mpg,make_col_0,make_col_1,make_col_2,make_col_3,vehicle_class_DT,vehicle_class_SDV,vehicle_class_SV,vehicle_class_UDV,transmission_AM,transmission_AS,transmission_AV,transmission_M,fuel_type_E,fuel_type_X,fuel_type_Z,co2_emissions
2.0,4,11.7,8.7,10.4,27,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,244
2.0,4,10.6,9.1,10.0,28,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,232
2.0,4,10.8,9.5,10.2,28,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,239
2.0,4,11.5,9.6,10.6,27,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,249
2.4,4,9.4,6.8,8.2,34,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,192
3.5,6,12.6,9.0,11.0,26,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,259
3.5,6,12.2,9.0,10.7,26,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,251
3.0,6,9.1,9.0,9.0,31,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,210
3.5,6,11.1,10.8,11.0,26,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,261
3.5,6,12.4,8.7,10.7,26,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,250
3.5,6,8.4,8.2,8.4,34,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,196
2.4,4,10.0,7.1,8.7,32,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,205
2.4,4,10.2,7.4,8.9,32,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,209
3.5,6,11.4,7.7,9.8,29,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,228
3.5,6,12.0,8.2,10.3,27,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,240
1.8,4,9.7,6.9,8.4,34,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,197
1.8,4,9.7,6.9,8.4,34,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,197
2.0,4,10.0,7.2,8.7,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,205
2.0,4,10.5,7.7,9.2,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,217
2.9,6,13.8,9.6,11.9,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,280
2.0,4,10.8,8.3,9.6,29,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,226
2.9,6,14.1,10.4,12.4,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,292
4.0,8,13.0,9.8,11.5,25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,271
5.2,12,15.5,11.4,13.7,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,322
6.0,12,16.7,10.9,14.1,20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,332
6.0,12,17.5,11.4,14.7,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,346
2.0,4,9.1,6.8,8.0,35,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,188
2.0,4,9.7,7.5,8.7,32,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,205
2.0,4,10.8,8.0,9.5,30,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,223
2.0,4,8.6,6.4,7.6,37,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,177
2.0,4,10.0,7.0,8.7,32,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,203
2.0,4,9.9,7.1,8.7,32,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,204
2.0,4,10.5,7.9,9.3,30,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,217
2.0,4,10.0,7.0,8.7,32,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,203
2.0,4,9.9,7.1,8.7,32,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,204
2.0,4,10.0,7.0,8.7,32,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,203
2.0,4,10.0,7.0,8.7,32,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,203
2.0,4,10.6,7.5,9.2,31,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,216
3.0,6,11.5,8.2,10.0,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,235
3.0,6,11.5,8.2,10.0,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,235
3.0,6,12.6,8.0,10.5,27,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,247
4.0,8,15.1,9.1,12.4,23,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,290
4.0,8,15.1,9.1,12.4,23,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,290
2.0,4,11.6,8.3,10.1,28,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,236
2.0,4,11.9,8.4,10.3,27,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,240
2.0,4,10.4,8.6,9.6,29,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,226
2.0,4,12.2,9.5,11.0,26,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,258
3.0,6,12.6,9.4,11.1,25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,260
5.2,10,16.0,9.5,13.1,22,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,304
5.2,10,17.1,11.3,14.5,19,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,338
5.2,10,17.1,11.3,14.5,19,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,338
2.5,5,12.4,8.3,10.5,27,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,248
2.9,6,12.9,8.9,11.1,25,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,260
4.0,8,17.0,9.6,13.7,21,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,318
2.0,4,10.6,8.3,9.6,29,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,223
3.0,6,11.5,8.0,9.9,29,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,232
3.0,6,11.5,8.0,9.9,29,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,232
3.0,6,11.9,8.1,10.2,28,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,239
3.0,6,11.5,8.0,9.9,29,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,232
4.0,8,15.0,10.0,12.8,22,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,298
4.0,8,15.0,10.0,12.8,22,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,298
4.0,8,16.2,9.9,13.4,21,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,313
3.0,6,12.7,10.0,11.5,25,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,270
2.0,4,10.1,7.8,9.1,31,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,209
2.0,4,10.1,7.8,9.1,31,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,209
2.5,5,12.3,8.2,10.5,27,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,245
2.0,4,10.3,8.6,9.5,30,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,222
6.0,12,18.8,12.2,15.9,18,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,370
6.0,12,20.4,12.0,16.6,17,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,389
6.0,12,20.4,12.0,16.6,17,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,389
4.0,8,18.8,10.7,15.1,19,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,353
6.0,12,20.4,12.0,16.6,17,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,389
6.8,8,20.9,13.0,17.3,16,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,405
2.0,4,9.8,6.8,8.4,34,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,197
2.0,4,11.1,7.3,9.4,30,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,219
2.0,4,10.2,7.2,8.9,32,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,208
2.0,4,9.9,7.1,8.6,33,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,202
2.0,4,7.8,5.9,7.0,40,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,184
2.0,4,7.8,5.9,7.0,40,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,184
2.0,4,10.2,7.2,8.9,32,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,208
2.0,4,10.2,7.2,8.9,32,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,208
2.0,4,10.2,7.2,8.9,32,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,208
3.0,6,9.2,6.2,7.8,36,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,183
3.0,6,12.1,8.1,10.3,27,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,240
3.0,6,11.1,7.5,9.5,30,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,223
3.0,6,12.2,8.4,10.5,27,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,245
3.0,6,11.8,7.9,10.0,28,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,235
2.0,4,10.7,7.3,9.1,31,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,214
2.0,4,10.2,7.2,8.9,32,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,208
2.0,4,10.2,7.2,8.9,32,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,208
3.0,6,9.2,6.2,7.8,36,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,183
3.0,6,12.1,8.1,10.3,27,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,240
3.0,6,11.8,7.9,10.0,28,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,235
3.0,6,11.1,7.5,9.5,30,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,223
3.0,6,12.2,8.4,10.5,27,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,245
3.0,6,11.1,7.5,9.5,30,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,223
2.0,4,10.2,7.2,8.9,32,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,208
3.0,6,11.6,8.1,10.0,28,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,236
3.0,6,12.3,8.4,10.5,27,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,248
3.0,6,12.3,8.4,10.5,27,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,248
3.0,6,11.9,8.4,10.3,27,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,241
4.4,8,14.7,9.6,12.4,23,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,292
4.4,8,14.0,10.0,12.2,23,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,286
4.4,8,14.7,9.6,12.4,23,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,292
4.4,8,14.7,9.6,12.4,23,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,292
4.4,8,14.3,9.4,12.1,23,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,283
4.4,8,14.7,9.6,12.4,23,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,292
3.0,6,11.8,8.9,10.5,27,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,245
3.0,6,13.1,9.2,11.4,25,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,267
3.0,6,10.9,7.7,9.5,30,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,222
3.0,6,12.7,8.7,10.9,26,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,255
3.0,6,10.9,7.7,9.5,30,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,222
3.0,6,12.5,8.4,10.7,26,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,249
3.0,6,11.2,7.8,9.7,29,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,227
3.0,6,11.2,7.8,9.7,29,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,227
3.0,6,13.5,9.9,11.9,24,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,280
3.0,6,13.5,9.3,11.6,24,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,273
3.0,6,14.5,10.5,12.7,22,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,299
3.0,6,13.8,9.4,11.9,24,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,280
3.0,6,13.5,9.9,11.9,24,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,280
3.0,6,13.5,9.3,11.6,24,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,273
4.4,8,14.3,9.4,12.1,23,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,283
4.4,8,17.3,11.6,14.7,19,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,344
4.4,8,16.2,10.9,13.8,20,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,324
4.4,8,17.3,11.6,14.7,19,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,344
4.4,8,16.2,10.9,13.8,20,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,324
4.4,8,17.3,11.6,14.7,19,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,344
4.4,8,16.2,10.9,13.8,20,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,324
6.6,12,17.7,11.9,15.1,19,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,355
2.0,4,10.7,7.5,9.3,30,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,217
2.0,4,11.0,7.7,9.5,30,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,222
2.0,4,10.8,8.0,9.5,30,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,223
3.0,6,11.7,8.6,10.3,27,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,241
2.0,4,11.8,8.6,10.3,27,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,240
3.0,6,12.9,9.5,11.4,25,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,266
3.0,6,10.3,8.0,9.3,30,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,246
3.0,6,13.0,9.8,11.5,25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,270
4.4,8,15.4,11.2,13.5,21,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,317
4.4,8,16.6,12.1,14.6,19,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,341
3.0,6,13.0,9.8,11.5,25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,270
4.4,8,15.4,11.2,13.5,21,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,317
4.4,8,16.6,12.1,14.6,19,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,341
8.0,16,26.8,16.6,22.2,13,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,522
3.6,6,12.9,9.0,11.2,25,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,263
3.6,6,13.8,9.4,11.8,24,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,277
1.4,4,9.3,7.2,8.3,34,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,194
1.4,4,8.6,7.1,7.9,36,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,185
1.4,4,9.9,7.8,8.9,32,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,210
1.4,4,9.0,7.6,8.3,34,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,196
2.0,4,11.8,9.1,10.6,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,248
2.5,4,11.1,8.6,10.0,28,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,234
3.6,6,11.3,7.9,9.7,29,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,228
2.5,4,9.3,6.7,8.1,35,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,190
3.6,6,11.8,8.0,10.1,28,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,237
2.0,4,10.7,7.4,9.2,31,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,217
2.0,4,11.0,8.0,9.6,29,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,227
3.6,6,12.4,8.7,10.7,26,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,250
2.0,4,10.5,7.7,9.2,31,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,216
2.0,4,12.0,8.2,10.3,27,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,240
3.6,6,11.6,8.0,10.0,28,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,234
2.0,4,10.8,7.9,9.5,30,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,222
3.6,6,12.1,8.6,10.5,27,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,247
3.6,6,13.9,9.4,11.9,24,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,291
3.6,6,14.4,10.4,12.6,22,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,295
2.0,4,11.0,7.8,9.5,30,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,224
3.0,6,13.0,9.1,11.2,25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,263
3.6,6,13.0,8.9,11.1,25,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,261
2.0,4,11.0,7.8,9.5,30,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,224
3.6,6,11.6,8.0,10.0,28,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,234
2.0,4,11.2,8.2,9.8,29,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,229
3.6,6,12.1,8.6,10.5,27,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,247
3.6,6,15.0,9.9,12.7,22,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,311
6.2,8,16.5,11.1,14.0,20,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,329
6.2,8,16.6,10.9,14.0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,329
3.6,6,12.1,8.9,10.6,27,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,250
3.6,6,12.8,9.3,11.2,25,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,263
3.6,6,13.2,8.5,11.1,25,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,260
3.6,6,13.7,9.0,11.6,24,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,272
3.6,6,15.0,10.2,12.8,22,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,302
2.0,4,10.8,7.6,9.4,30,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,220
2.0,4,11.9,7.9,10.1,28,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,235
3.6,6,12.3,8.2,10.4,27,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,246
3.6,6,14.4,8.4,11.7,24,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,274
6.2,8,14.2,8.7,11.7,24,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,273
6.2,8,14.3,9.4,12.1,23,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,284
6.2,8,18.8,11.3,15.4,18,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,361
6.2,8,17.1,12.0,14.8,19,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,348
2.0,4,9.8,8.8,9.3,30,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,218
2.5,4,12.1,9.2,10.8,26,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,253
2.5,4,11.9,9.2,10.7,26,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,251
2.8,4,10.8,8.0,9.6,29,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,257
3.6,6,13.4,9.6,11.7,24,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,274
2.5,4,12.6,9.8,11.3,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,266
2.8,4,12.1,8.3,10.4,27,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,279
3.6,6,14.1,10.0,12.2,23,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,288
2.8,4,12.5,10.7,11.7,24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,315
3.6,6,15.0,13.0,14.1,20,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,331
6.2,8,15.5,9.2,12.7,22,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,297
6.2,8,14.2,9.0,11.9,24,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,278
6.2,8,17.6,10.3,14.3,20,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,336
6.2,8,15.6,10.6,13.4,21,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,312
1.4,4,8.0,5.9,7.1,40,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,166
1.4,4,8.6,5.8,7.4,38,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,172
1.4,4,8.1,6.0,7.2,39,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,169
1.6,4,7.7,5.0,6.5,43,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,175
1.6,4,7.8,4.6,6.3,45,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,170
1.4,4,8.1,6.2,7.3,39,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,172
1.4,4,8.6,6.2,7.5,38,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,175
1.4,4,8.4,6.4,7.5,38,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,176
1.6,4,7.8,5.2,6.6,43,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,178
1.6,4,8.1,4.9,6.7,42,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,180
1.5,4,9.2,7.3,8.3,34,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,195
1.6,4,8.5,6.0,7.4,38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,198
1.5,4,9.8,7.9,8.9,32,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,209
1.6,4,8.5,6.1,7.4,38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,198
2.0,4,10.9,8.3,9.7,29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,228
2.5,4,10.9,7.9,9.5,30,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,224
3.6,6,12.7,8.5,10.8,26,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,254
3.6,6,17.2,11.6,14.6,19,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,245
1.5,4,8.8,6.5,7.8,36,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,181
2.0,4,10.5,7.4,9.1,31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,213
1.8,4,4.8,5.5,5.1,55,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,121
4.3,6,13.4,10.0,11.8,24,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,278
4.3,6,19.3,14.4,17.1,17,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,284
5.3,8,14.6,10.3,12.7,22,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,298
5.3,8,14.6,10.3,12.7,22,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,298
5.3,8,19.7,13.9,17.1,17,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,283
5.3,8,14.9,10.9,13.1,22,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,307
6.2,8,15.9,11.2,13.8,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,324
5.3,8,13.4,10.0,11.8,24,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,278
4.3,6,14.1,10.6,12.5,23,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,294
4.3,6,20.2,15.2,18.0,16,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,296
5.3,8,15.0,10.7,13.1,22,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,307
5.3,8,15.0,10.7,13.1,22,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,307
5.3,8,21.0,15.0,18.3,15,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,309
5.3,8,15.6,11.6,13.8,20,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,324
6.2,8,16.0,11.7,14.1,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,331
5.3,8,14.4,11.2,13.0,22,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,304
1.4,4,8.8,6.6,7.8,36,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,184
1.4,4,8.4,6.3,7.4,38,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,174
1.8,4,9.3,7.0,8.3,34,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,193
1.8,4,9.2,6.8,8.1,35,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,190
1.4,4,8.8,6.6,7.8,36,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,184
1.4,4,8.4,6.3,7.4,38,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,174
1.8,4,9.3,7.0,8.3,34,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,193
1.8,4,9.2,6.8,8.1,35,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,190
1.4,4,7.8,6.2,7.1,40,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,167
1.4,4,8.0,6.0,7.1,40,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,166
5.3,8,15.1,10.4,13.0,22,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,305
5.3,8,15.1,10.4,13.0,22,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,305
5.3,8,19.8,13.9,17.2,16,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,285
5.3,8,15.3,10.9,13.3,21,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,313
5.3,8,15.3,10.9,13.3,21,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,312
5.3,8,22.3,15.7,19.3,15,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,321
5.3,8,15.1,10.4,13.0,22,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,305
5.3,8,15.1,10.4,13.0,22,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,305
5.3,8,19.8,13.9,17.2,16,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,285
5.3,8,15.2,10.8,13.2,21,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,310
5.3,8,15.2,10.8,13.2,21,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,310
5.3,8,20.8,14.5,18.0,16,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,299
6.2,8,16.4,10.7,13.8,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,325
2.0,4,11.7,9.0,10.5,27,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,246
3.6,6,12.9,8.7,11.0,26,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,258
3.6,6,13.7,9.4,11.8,24,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,276
1.4,4,9.3,7.2,8.3,34,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,194
